;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energa;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Roco;In.Cal.;;Muest;Tx  ;Recep.;Int.
Fecha;Hora;Ext.;Mx.;Mn.;Ext.;Roco;Viento;Viento;Viento;Mx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Fro ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
18/3/22;4:00 a.m.;2.0;3.0;1.3;62;-4.5;8.0;N;16.09;12.9;NNO;-0.4;1.6;-0.8;-3.2;669.2;0.00;0.0;0;0.00;0;1.361;0.000;0.4;43;-10.8;-0.2;0.05;2805;1;100.0;120
18/3/22;6:00 a.m.;1.2;2.1;0.6;64;-4.8;8.0;ONO;16.09;16.1;O;-1.3;0.9;-1.6;-4.0;670.3;0.00;0.0;0;0.00;0;1.426;0.000;-0.6;44;-11.3;-1.1;0.05;2806;1;100.0;120
18/3/22;8:00 a.m.;0.7;3.7;-0.1;59;-6.4;3.2;N;6.44;12.9;N;0.2;0.3;-0.2;-1.9;672.4;0.00;0.0;50;8.60;239;1.468;0.000;-1.6;46;-11.7;-2.1;0.08;2808;1;100.0;120
18/3/22;10:00 a.m.;6.2;7.8;3.7;42;-5.8;4.8;S;9.66;14.5;SSE;5.5;5.4;4.7;7.9;673.1;0.00;0.0;487;83.77;714;1.014;0.000;5.4;40;-7.1;4.7;0.43;2808;1;100.0;120
18/3/22;12:00 p.m.;9.6;11.3;7.8;29;-7.6;6.4;SSE;12.87;19.3;S;8.9;8.6;7.9;15.6;671.7;0.00;0.0;877;150.86;993;0.727;0.000;11.5;35;-3.5;10.3;0.91;2808;1;100.0;120
18/3/22;2:00 p.m.;12.9;14.8;11.3;21;-8.9;8.0;SE;16.09;22.5;SE;12.5;10.9;10.5;18.6;669.4;0.00;0.0;1016;174.77;1030;0.449;0.000;16.0;31;-1.1;14.1;1.14;2810;1;100.0;120
18/3/22;4:00 p.m.;16.1;17.6;14.7;15;-10.6;11.3;S;22.53;29.0;SSO;15.7;13.3;12.9;19.1;667.1;0.00;0.0;869;149.49;991;0.190;0.000;19.3;27;-0.2;16.9;1.14;2810;1;100.0;120
18/3/22;6:00 p.m.;18.1;19.4;16.8;15;-9.0;20.9;NNO;41.84;51.5;NO;15.8;15.1;12.8;14.1;667.7;0.00;0.0;482;82.91;707;0.023;0.000;20.2;23;-1.6;17.7;1.04;2809;1;100.0;120
18/3/22;8:00 p.m.;14.3;16.7;12.4;16;-11.3;29.0;NNO;57.94;46.7;N;10.6;11.8;8.2;5.6;667.7;0.00;0.0;36;6.19;209;0.338;0.000;14.6;23;-6.3;12.3;0.61;2810;1;100.0;120
18/3/22;10:00 p.m.;11.5;12.5;9.7;21;-10.1;19.3;NNO;38.62;48.3;NO;8.6;9.8;6.9;3.5;670.2;0.00;0.0;0;0.00;0;0.569;0.000;10.2;24;-9.5;8.9;0.36;2807;1;100.0;120
19/3/22;12:00 a.m.;8.6;9.9;6.8;24;-10.9;6.4;NNO;12.87;20.9;ONO;7.7;7.4;6.6;2.4;669.9;0.00;0.0;0;0.00;0;0.815;0.000;6.3;25;-12.3;5.3;0.18;2808;1;100.0;120
19/3/22;2:00 a.m.;6.0;7.4;4.4;26;-12.1;6.4;ONO;12.87;20.9;ONO;4.8;5.0;3.8;-0.4;668.9;0.00;0.0;0;0.00;0;1.028;0.000;3.9;26;-13.9;3.1;0.15;2804;1;100.0;120
19/3/22;4:00 a.m.;4.0;5.7;2.7;30;-12.0;8.0;NNO;16.09;17.7;ONO;1.9;3.2;1.1;-1.4;668.6;0.00;0.0;0;0.00;0;1.194;0.000;1.8;27;-15.2;1.1;0.15;2808;1;100.0;120
19/3/22;6:00 a.m.;2.7;3.5;2.0;26;-15.0;6.4;N;12.87;14.5;NO;0.9;1.8;0.1;-2.5;669.1;0.00;0.0;0;0.00;0;1.306;0.000;0.3;27;-16.5;-0.4;0.13;2809;1;100.0;120
19/3/22;8:00 a.m.;1.8;4.3;0.6;24;-16.7;4.8;N;9.66;12.9;NNO;0.5;0.9;-0.3;-2.2;670.8;0.00;0.0;51;8.77;250;1.380;0.000;-0.7;28;-17.0;-1.4;0.13;2806;1;100.0;120
19/3/22;10:00 a.m.;7.4;9.9;4.3;20;-14.1;3.2;S;6.44;9.7;SSE;7.4;6.3;6.3;9.3;671.0;0.00;0.0;498;85.67;721;0.907;0.000;6.3;25;-12.3;5.3;0.48;2808;1;100.0;120
19/3/22;12:00 p.m.;11.9;14.3;9.9;14;-14.8;6.4;S;12.87;17.7;SSE;11.6;9.9;9.6;17.1;669.5;0.00;0.0;879;151.21;995;0.537;0.000;13.6;23;-7.2;11.4;0.99;2808;1;100.0;120
19/3/22;2:00 p.m.;16.2;18.5;14.2;9;-16.8;9.7;S;19.31;24.1;SSE;16.1;13.2;13.1;20.9;665.9;0.00;0.0;1018;175.12;1034;0.181;0.000;18.8;21;-4.0;16.0;1.32;2809;1;100.0;120
19/3/22;4:00 p.m.;19.9;21.6;18.4;10;-12.7;12.9;NO;25.75;49.9;NO;19.5;16.6;16.2;21.9;664.2;0.00;0.0;860;147.94;1011;0.000;0.130;22.6;18;-2.9;20.6;1.35;2808;1;100.0;120
19/3/22;6:00 p.m.;19.9;21.3;18.3;15;-7.5;22.5;NNO;45.06;49.9;NNO;17.7;16.9;14.7;15.8;664.0;0.00;0.0;462;79.47;701;0.000;0.130;21.8;17;-4.3;19.4;1.12;2807;1;100.0;120
19/3/22;8:00 p.m.;16.1;18.3;14.1;20;-6.9;17.7;NNO;35.41;35.4;NO;14.1;13.4;11.5;8.4;665.6;0.00;0.0;33;5.68;195;0.190;0.000;16.2;20;-6.8;13.6;0.43;2809;1;100.0;120
19/3/22;10:00 p.m.;12.6;14.1;11.7;24;-7.5;16.1;NNO;32.19;35.4;NNO;10.4;10.7;8.6;5.1;666.6;0.00;0.0;0;0.00;0;0.481;0.000;11.4;21;-10.2;9.7;0.33;2809;1;100.0;120
20/3/22;12:00 a.m.;11.0;12.5;8.9;28;-6.8;9.7;NNO;19.31;27.4;NNO;9.9;9.6;8.5;4.4;667.4;0.00;0.0;0;0.00;0;0.611;0.000;9.4;22;-11.3;8.2;0.23;2806;1;100.0;120
20/3/22;2:00 a.m.;8.6;9.4;7.4;31;-7.6;14.5;N;28.97;24.1;N;6.0;7.6;5.0;1.3;667.1;0.00;0.0;0;0.00;0;0.815;0.000;7.3;24;-12.0;6.3;0.23;2807;1;100.0;120
20/3/22;4:00 a.m.;8.1;9.6;6.8;28;-9.3;9.7;N;19.31;25.7;O;6.4;7.1;5.4;2.9;665.4;0.00;0.0;0;0.00;0;0.852;0.000;6.0;24;-13.1;5.0;0.18;2809;1;100.0;120
20/3/22;6:00 a.m.;5.8;8.9;4.8;35;-8.5;6.4;N;12.87;19.3;ONO;4.5;4.9;3.7;1.2;665.9;0.00;0.0;0;0.00;0;1.046;0.000;4.2;26;-13.7;3.3;0.15;2807;1;100.0;120
20/3/22;8:00 a.m.;5.4;8.3;4.5;29;-11.2;6.4;ONO;12.87;17.7;NO;4.1;4.5;3.2;1.3;666.8;0.00;0.0;46;7.91;232;1.074;0.000;3.2;26;-14.5;2.3;0.13;2808;1;100.0;120
20/3/22;10:00 a.m.;10.8;13.0;8.3;23;-9.5;3.2;E;6.44;14.5;S;10.8;9.4;9.4;12.4;667.1;0.00;0.0;481;82.74;707;0.625;0.000;9.7;24;-9.9;8.6;0.51;2808;1;100.0;120
20/3/22;12:00 p.m.;14.6;16.3;12.9;19;-8.8;8.0;SSE;16.09;20.9;S;14.3;12.2;11.9;19.5;664.9;0.00;0.0;868;149.32;983;0.315;0.000;16.3;22;-5.5;13.7;1.07;2807;1;100.0;120
20/3/22;2:00 p.m.;17.8;19.3;16.1;15;-9.2;11.3;SE;22.53;29.0;SE;17.8;14.8;14.8;22.7;662.3;0.00;0.0;1012;174.09;1090;0.042;0.000;20.2;20;-3.5;17.5;1.37;2809;1;100.0;120
20/3/22;4:00 p.m.;20.0;21.0;19.0;13;-9.3;11.3;SE;22.53;37.0;NO;20.0;16.9;16.9;23.0;660.8;0.00;0.0;863;148.46;1007;0.000;0.139;23.2;18;-2.5;21.3;1.24;2810;1;100.0;120
20/3/22;6:00 p.m.;19.9;21.2;18.2;15;-7.5;25.7;N;51.50;62.8;N;17.3;16.9;14.3;15.1;660.7;0.00;0.0;434;74.66;721;0.000;0.130;21.9;16;-5.1;19.5;1.12;2810;1;100.0;120
20/3/22;8:00 p.m.;15.7;18.2;13.6;21;-6.6;20.9;NO;41.84;48.3;NNO;13.1;13.2;10.6;7.7;663.2;0.00;0.0;31;5.33;188;0.222;0.000;15.8;19;-7.8;13.2;0.48;2808;1;100.0;120
20/3/22;10:00 p.m.;12.4;13.6;10.5;26;-6.6;12.9;NO;25.75;27.4;ONO;10.9;10.7;9.2;5.4;664.3;0.00;0.0;0;0.00;0;0.495;0.000;11.0;20;-11.1;9.4;0.28;2806;1;100.0;120
21/3/22;12:00 a.m.;9.4;10.6;8.5;29;-7.8;19.3;NO;38.62;30.6;NO;6.2;8.3;5.1;1.8;665.1;0.00;0.0;0;0.00;0;0.745;0.000;8.3;22;-12.2;7.2;0.30;2806;1;100.0;120
21/3/22;2:00 a.m.;7.7;8.6;7.1;29;-9.2;17.7;NNO;35.41;37.0;NNO;4.5;6.7;3.5;0.1;663.8;0.00;0.0;0;0.00;0;0.884;0.000;6.5;24;-12.7;5.4;0.25;2805;1;100.0;120
21/3/22;4:00 a.m.;8.2;8.9;7.5;28;-9.2;20.9;NNO;41.84;37.0;NNO;4.6;7.2;3.6;1.6;663.5;0.00;0.0;0;0.00;0;0.843;0.000;6.7;24;-12.5;5.6;0.30;2808;1;100.0;120
21/3/22;6:00 a.m.;6.8;8.9;5.3;30;-9.6;4.8;NNO;9.66;17.7;ONO;6.2;5.8;5.2;2.8;664.1;0.00;0.0;0;0.00;0;0.963;0.000;4.5;25;-13.9;3.6;0.15;2807;1;100.0;120
21/3/22;8:00 a.m.;5.8;7.1;4.7;30;-10.4;6.4;NO;12.87;20.9;ONO;4.6;4.9;3.6;1.8;665.2;0.00;0.0;47;8.09;232;1.042;0.000;3.4;26;-14.3;2.5;0.13;2804;1;100.0;120
21/3/22;10:00 a.m.;10.1;12.1;7.1;24;-9.6;3.2;E;6.44;14.5;SSO;10.1;8.9;8.9;11.9;665.5;0.00;0.0;484;83.26;708;0.685;0.000;9.1;23;-11.0;7.9;0.53;2809;1;100.0;120
21/3/22;12:00 p.m.;13.3;15.0;11.5;19;-9.9;8.0;SSE;16.09;20.9;ESE;12.9;11.2;10.8;18.3;663.8;0.00;0.0;869;149.49;983;0.417;0.000;15.0;21;-7.2;12.6;1.02;2808;1;100.0;120
21/3/22;2:00 p.m.;16.5;18.1;14.9;13;-12.1;11.3;S;22.53;27.4;S;16.3;13.6;13.4;21.1;661.3;0.00;0.0;1004;172.71;1020;0.153;0.000;18.9;19;-5.3;16.0;1.32;2809;1;100.0;120
21/3/22;4:00 p.m.;19.6;21.0;17.9;10;-12.9;17.7;NO;35.41;45.1;NO;18.2;16.3;14.9;20.1;659.9;0.00;0.0;859;147.77;976;0.000;0.106;22.1;15;-5.8;19.7;1.45;2809;1;100.0;120
21/3/22;6:00 p.m.;18.6;19.6;17.1;8;-16.4;24.1;NO;48.28;41.8;NO;16.0;15.2;12.6;13.6;660.9;0.00;0.0;463;79.65;693;0.000;0.023;20.3;13;-9.0;17.3;1.12;2807;1;100.0;120
21/3/22;8:00 p.m.;14.7;17.1;12.3;16;-10.9;20.9;NNO;41.84;43.5;NO;11.9;12.2;9.4;6.4;661.6;0.00;0.0;31;5.33;188;0.306;0.000;14.7;15;-11.7;12.1;0.48;2808;1;100.0;120
21/3/22;10:00 p.m.;10.7;12.3;9.7;18;-12.7;17.7;NNO;35.41;43.5;NO;7.8;9.2;6.3;2.8;663.8;0.00;0.0;0;0.00;0;0.639;0.000;9.6;16;-15.0;8.3;0.36;2809;1;100.0;120
22/3/22;12:00 a.m.;8.8;9.8;7.7;23;-11.2;19.3;NNO;38.62;38.6;NO;5.5;7.7;4.3;0.9;664.4;0.00;0.0;0;0.00;0;0.792;0.000;7.6;17;-15.9;6.4;0.30;2809;1;100.0;120
22/3/22;2:00 a.m.;7.9;8.8;7.3;25;-11.0;11.3;NNO;22.53;30.6;N;5.9;6.8;4.8;0.8;663.8;0.00;0.0;0;0.00;0;0.870;0.000;5.8;19;-16.1;4.7;0.20;2803;1;100.0;120
22/3/22;4:00 a.m.;6.1;7.4;5.1;27;-11.5;11.3;NNO;22.53;25.7;NO;3.8;5.1;2.8;0.3;663.2;0.00;0.0;0;0.00;0;1.019;0.000;4.5;20;-16.6;3.5;0.20;2807;1;100.0;120
22/3/22;6:00 a.m.;5.0;6.6;4.0;24;-13.9;6.4;NNO;12.87;20.9;N;3.6;4.1;2.7;0.1;664.2;0.00;0.0;0;0.00;0;1.111;0.000;2.8;20;-18.0;1.9;0.15;2807;1;100.0;120
22/3/22;8:00 a.m.;4.4;6.9;3.3;24;-14.4;3.2;NNE;6.44;14.5;N;4.3;3.5;3.4;1.5;665.5;0.00;0.0;46;7.91;232;1.157;0.000;1.6;21;-18.5;0.7;0.10;2810;1;100.0;120
22/3/22;10:00 a.m.;8.8;10.5;6.9;19;-13.6;8.0;S;16.09;17.7;SSO;7.6;7.6;6.4;9.3;665.8;0.00;0.0;482;82.91;707;0.796;0.000;7.6;19;-14.6;6.4;0.58;2809;1;100.0;120
22/3/22;12:00 p.m.;11.9;13.8;10.5;16;-13.1;8.0;SSE;16.09;19.3;SSO;11.3;10.1;9.4;16.9;663.9;0.00;0.0;867;149.14;984;0.532;0.000;13.5;18;-10.4;11.3;0.99;2809;1;100.0;120
22/3/22;2:00 p.m.;15.4;17.4;13.5;12;-13.9;8.0;SSO;16.09;25.7;S;15.3;12.6;12.6;20.3;661.4;0.00;0.0;1003;172.54;1018;0.245;0.000;18.2;17;-7.3;15.3;1.22;2809;1;100.0;120
22/3/22;4:00 p.m.;18.6;20.4;16.9;9;-15.0;17.7;NO;35.41;54.7;ONO;17.0;15.3;13.7;18.8;659.6;0.00;0.0;855;147.08;976;0.000;0.019;21.2;13;-8.4;18.3;1.42;2806;1;100.0;120
22/3/22;6:00 p.m.;18.2;19.5;16.7;10;-14.0;29.0;NO;57.94;49.9;NNO;15.1;15.0;11.8;12.7;660.1;0.00;0.0;457;78.61;691;0.009;0.000;19.9;12;-10.4;16.7;1.22;2808;1;100.0;120
22/3/22;8:00 p.m.;13.9;16.6;11.6;18;-10.1;20.9;NNO;41.84;43.5;NO;11.1;11.6;8.8;5.8;662.1;0.00;0.0;29;4.99;183;0.370;0.000;14.1;15;-12.2;11.7;0.46;2808;1;100.0;120
22/3/22;10:00 p.m.;10.3;11.6;8.9;22;-10.6;12.9;NO;25.75;37.0;ONO;8.4;8.9;7.1;3.2;664.2;0.00;0.0;0;0.00;0;0.671;0.000;9.1;16;-15.5;7.8;0.25;2807;1;100.0;120
23/3/22;12:00 a.m.;8.1;9.0;7.0;25;-10.8;12.9;NO;25.75;29.0;ONO;5.7;6.9;4.6;0.7;664.2;0.00;0.0;0;0.00;0;0.856;0.000;6.4;17;-16.9;5.3;0.23;2810;1;100.0;120
23/3/22;2:00 a.m.;6.3;7.7;5.2;27;-11.4;12.9;N;25.75;25.7;N;3.7;5.3;2.7;-1.2;663.6;0.00;0.0;0;0.00;0;1.005;0.000;4.6;19;-17.1;3.6;0.20;2801;1;100.0;120
23/3/22;4:00 a.m.;5.6;6.1;5.0;24;-13.4;19.3;NNO;38.62;45.1;NO;1.8;4.6;0.8;-1.3;662.7;0.00;0.0;0;0.00;0;1.060;0.000;4.0;19;-17.6;3.0;0.28;2806;1;100.0;120
23/3/22;6:00 a.m.;5.7;6.1;5.3;24;-13.3;24.1;NNO;48.28;54.7;ONO;1.3;4.7;0.3;-1.6;662.6;0.00;0.0;0;0.00;0;1.051;0.000;4.2;20;-16.9;3.2;0.33;2805;1;100.0;120
23/3/22;8:00 a.m.;6.2;8.4;5.2;16;-17.8;17.7;NNO;35.41;40.2;NO;2.7;5.1;1.6;-0.1;664.4;0.00;0.0;47;8.09;234;1.009;0.000;4.3;19;-17.3;3.3;0.28;2808;1;100.0;120
23/3/22;10:00 a.m.;9.6;10.7;8.4;17;-14.4;16.1;NO;32.19;43.5;NO;6.8;8.3;5.6;8.1;665.2;0.00;0.0;482;82.91;708;0.731;0.000;8.7;18;-14.3;7.4;0.71;2810;1;100.0;120
23/3/22;12:00 p.m.;13.5;15.7;10.7;7;-21.8;11.3;SSE;22.53;32.2;ENE;12.7;10.9;10.1;17.2;663.2;0.00;0.0;869;149.49;983;0.403;0.000;14.2;16;-11.3;11.8;1.12;2804;1;100.0;120
23/3/22;2:00 p.m.;17.8;18.9;15.7;7;-18.5;25.7;NNO;51.50;66.0;ONO;14.9;14.5;11.6;17.1;660.8;0.00;0.0;1005;172.88;1020;0.042;0.000;18.9;12;-11.2;15.7;1.70;2806;1;100.0;120
23/3/22;4:00 p.m.;18.5;19.2;17.7;8;-16.5;33.8;NNO;67.59;61.2;NNO;15.0;15.2;11.7;15.4;659.9;0.00;0.0;854;146.91;976;0.000;0.014;20.2;10;-12.4;16.9;1.80;2808;1;100.0;120
23/3/22;6:00 p.m.;16.4;18.0;14.7;11;-14.2;40.2;NO;80.47;72.4;ONO;12.3;13.5;9.3;10.1;660.1;0.00;0.0;456;78.44;687;0.157;0.000;18.1;9;-15.3;14.8;6.25;2804;1;100.0;120
23/3/22;8:00 p.m.;12.6;14.7;10.9;20;-9.9;38.6;NO;77.25;69.2;NO;7.9;10.6;6.0;3.8;662.1;0.00;0.0;28;4.82;178;0.481;0.000;12.7;13;-15.1;10.5;5.92;2807;1;100.0;120
23/3/22;10:00 p.m.;10.3;11.2;9.5;17;-13.8;35.4;NO;70.81;66.0;NO;5.6;8.8;4.1;1.6;663.7;0.00;0.0;0;0.00;0;0.671;0.000;9.4;15;-16.0;8.1;0.08;2808;1;100.0;120
24/3/22;12:00 a.m.;8.9;9.8;8.3;17;-14.9;24.1;NO;48.28;51.5;NNO;5.0;7.7;3.7;0.6;664.9;0.00;0.0;0;0.00;0;0.782;0.000;7.8;15;-17.3;6.5;0.41;2807;1;100.0;120
24/3/22;2:00 a.m.;7.5;8.6;5.5;22;-12.9;16.1;NO;32.19;38.6;NO;4.5;6.4;3.4;-0.3;664.4;0.00;0.0;0;0.00;0;0.903;0.000;6.2;16;-17.9;5.0;0.30;2806;1;100.0;120
24/3/22;4:00 a.m.;3.8;5.7;1.9;23;-15.5;4.8;NNO;9.66;12.9;NO;2.8;2.8;1.8;-0.7;664.1;0.00;0.0;0;0.00;0;1.213;0.000;1.4;17;-21.0;0.6;0.13;2809;1;100.0;120
24/3/22;6:00 a.m.;2.3;3.2;1.6;25;-15.8;14.5;ONO;28.97;20.9;ONO;-1.5;1.4;-2.3;-4.7;665.1;0.00;0.0;0;0.00;0;1.338;0.000;0.4;17;-21.8;-0.4;0.20;2807;1;100.0;120
24/3/22;8:00 a.m.;1.3;3.9;-0.1;24;-17.1;6.4;ONO;12.87;20.9;ONO;-0.7;0.4;-1.6;-3.5;666.8;0.00;0.0;45;7.74;236;1.421;0.000;-0.8;19;-21.6;-1.6;0.10;2807;1;100.0;120
24/3/22;10:00 a.m.;6.6;9.2;4.0;17;-16.8;8.0;E;16.09;20.9;SSO;5.0;5.4;3.8;6.8;668.0;0.00;0.0;483;83.09;707;0.981;0.000;5.0;17;-18.1;3.9;0.53;2806;1;100.0;120
24/3/22;12:00 p.m.;10.9;13.6;8.7;13;-16.5;6.4;SSE;12.87;16.1;SSO;10.4;9.2;8.7;16.2;666.5;0.00;0.0;868;149.32;984;0.616;0.000;12.5;15;-13.5;10.4;0.94;2809;1;100.0;120
24/3/22;2:00 p.m.;14.8;16.2;13.3;9;-17.8;9.7;SSE;19.31;24.1;S;14.4;12.1;11.7;19.4;664.0;0.00;0.0;1003;172.54;1018;0.292;0.000;17.6;14;-10.3;14.6;1.24;2808;1;100.0;120
24/3/22;4:00 p.m.;17.1;18.4;16.0;6;-20.9;8.0;S;16.09;22.5;SSE;17.1;13.8;13.8;19.6;662.0;0.00;0.0;848;145.88;970;0.106;0.000;20.4;13;-9.0;17.3;1.14;2809;1;100.0;120
24/3/22;6:00 p.m.;18.9;20.2;17.4;8;-16.2;22.5;NO;45.06;46.7;NO;16.5;15.5;13.1;13.9;661.7;0.00;0.0;450;77.41;682;0.000;0.046;21.2;11;-10.5;18.2;1.07;2807;1;100.0;120
24/3/22;8:00 p.m.;14.6;17.4;12.4;12;-14.5;32.2;NO;64.37;53.1;NO;10.7;12.0;8.1;5.6;662.5;0.00;0.0;26;4.47;174;0.310;0.000;14.9;11;-15.4;12.2;0.71;2809;1;100.0;120
24/3/22;10:00 p.m.;11.2;12.4;10.4;12;-17.2;24.1;NO;48.28;59.5;NO;7.6;9.4;5.8;2.6;664.5;0.00;0.0;0;0.00;0;0.593;0.000;10.3;12;-18.0;8.7;0.48;2809;1;100.0;120
25/3/22;12:00 a.m.;9.8;10.8;8.7;13;-17.4;19.3;NO;38.62;37.0;NO;6.7;8.4;5.2;1.7;664.3;0.00;0.0;0;0.00;0;0.708;0.000;8.4;12;-19.4;7.1;0.38;2808;1;100.0;120
25/3/22;2:00 a.m.;7.7;9.3;6.1;15;-17.4;9.7;ONO;19.31;35.4;NO;6.0;6.4;4.7;0.4;664.6;0.00;0.0;0;0.00;0;0.884;0.000;5.8;12;-21.5;4.6;0.23;2809;1;100.0;120
25/3/22;4:00 a.m.;5.7;6.9;3.9;18;-16.9;6.4;ONO;12.87;24.1;O;4.3;4.6;3.2;0.7;664.2;0.00;0.0;0;0.00;0;1.056;0.000;3.4;13;-22.5;2.4;0.18;2806;1;100.0;120
25/3/22;6:00 a.m.;3.6;4.4;2.6;19;-17.9;11.3;ONO;22.53;20.9;ONO;0.7;2.6;-0.3;-2.8;664.6;0.00;0.0;0;0.00;0;1.227;0.000;1.6;14;-23.1;0.7;0.18;2810;1;100.0;120
25/3/22;8:00 a.m.;2.2;4.8;0.7;18;-19.7;8.0;N;16.09;16.1;ONO;-0.1;1.3;-1.0;-3.1;666.0;0.00;0.0;44;7.57;230;1.343;0.000;0.1;15;-23.5;-0.7;0.13;2807;1;100.0;120
25/3/22;10:00 a.m.;7.6;9.9;4.9;13;-19.2;4.8;S;9.66;14.5;SSO;7.1;6.3;5.8;8.6;666.7;0.00;0.0;479;82.40;701;0.898;0.000;6.3;14;-19.3;5.1;0.51;2806;1;100.0;120
25/3/22;12:00 p.m.;12.2;13.9;9.9;10;-18.6;9.7;S;19.31;19.3;SSO;11.3;10.1;9.2;16.5;665.4;0.00;0.0;862;148.28;979;0.509;0.000;13.3;13;-14.6;11.0;1.04;2806;1;100.0;120
25/3/22;2:00 p.m.;15.4;17.2;13.8;8;-18.8;8.0;S;16.09;27.4;E;15.3;12.4;12.4;19.9;662.5;0.00;0.0;997;171.51;1011;0.245;0.000;18.2;12;-11.7;15.1;1.24;2809;1;100.0;120
25/3/22;4:00 p.m.;17.9;18.4;17.2;7;-18.5;9.7;SE;19.31;24.1;SSE;17.9;14.6;14.6;20.3;659.8;0.00;0.0;841;144.67;967;0.037;0.000;21.1;11;-10.6;18.1;1.14;2809;1;100.0;120
25/3/22;6:00 p.m.;18.6;19.7;16.9;8;-16.4;24.1;NO;48.28;53.1;NNO;15.9;15.2;12.6;13.4;659.4;0.00;0.0;444;76.38;671;0.000;0.019;21.0;10;-11.8;17.9;1.09;2808;1;100.0;120
25/3/22;8:00 p.m.;14.4;16.9;12.5;13;-13.7;37.0;NO;74.03;56.3;NO;10.1;11.8;7.6;5.2;660.8;0.00;0.0;25;4.30;167;0.329;0.000;14.6;10;-16.7;11.9;0.10;2810;1;100.0;120
25/3/22;10:00 p.m.;11.6;12.5;9.7;15;-14.3;32.2;NO;64.37;61.2;ONO;7.2;9.7;5.4;2.7;662.8;0.00;0.0;0;0.00;0;0.565;0.000;10.7;12;-17.7;9.0;0.53;2807;1;100.0;120
26/3/22;12:00 a.m.;10.0;10.4;9.6;18;-13.3;33.8;NO;67.59;53.1;NO;5.3;8.7;4.0;1.4;663.5;0.00;0.0;0;0.00;0;0.694;0.000;8.9;13;-18.1;7.5;0.53;2806;1;100.0;120
26/3/22;2:00 a.m.;9.0;9.8;8.0;20;-12.8;29.0;NO;57.94;53.1;NO;4.6;7.8;3.4;0.6;663.7;0.00;0.0;0;0.00;0;0.778;0.000;7.9;15;-17.2;6.7;0.46;2806;1;100.0;120
26/3/22;4:00 a.m.;6.8;8.5;4.4;23;-12.9;11.3;ENE;22.53;45.1;NNO;4.7;5.7;3.6;1.1;664.1;0.00;0.0;0;0.00;0;0.958;0.000;5.4;15;-19.2;4.3;0.20;2807;1;100.0;120
26/3/22;6:00 a.m.;4.1;4.9;3.3;23;-15.2;4.8;NO;9.66;14.5;ENE;3.2;3.2;2.2;-0.3;664.3;0.00;0.0;0;0.00;0;1.185;0.000;1.7;16;-21.5;0.8;0.13;2807;1;100.0;120
26/3/22;8:00 a.m.;3.4;5.2;1.9;24;-15.3;4.8;NO;9.66;16.1;NO;2.3;2.5;1.4;-0.6;666.1;0.00;0.0;42;7.22;223;1.245;0.000;0.4;17;-21.8;-0.4;0.08;2805;1;100.0;120
26/3/22;10:00 a.m.;7.9;9.7;4.8;17;-15.7;3.2;S;6.44;11.3;S;7.9;6.7;6.7;9.6;666.8;0.00;0.0;474;81.54;698;0.870;0.000;6.7;15;-18.2;5.6;0.48;2809;1;100.0;120
26/3/22;12:00 p.m.;11.3;13.4;9.7;14;-15.3;8.0;S;16.09;19.3;SE;10.5;9.5;8.7;16.1;665.9;0.00;0.0;857;147.42;974;0.588;0.000;13.0;14;-13.9;10.8;0.97;2809;1;100.0;120
26/3/22;2:00 p.m.;14.8;15.9;13.3;10;-16.6;8.0;S;16.09;22.5;ESE;14.6;12.1;11.9;19.5;663.7;0.00;0.0;992;170.65;1009;0.296;0.000;17.6;13;-11.2;14.5;1.22;2810;1;100.0;120
26/3/22;4:00 p.m.;17.2;18.2;15.9;6;-20.8;9.7;SE;19.31;24.1;S;17.2;13.9;13.9;19.6;661.4;0.00;0.0;837;143.98;963;0.093;0.000;20.5;12;-9.9;17.4;1.14;2808;1;100.0;120
26/3/22;6:00 p.m.;18.4;19.4;17.2;13;-10.5;17.7;NO;35.41;49.9;NO;16.8;15.3;13.7;14.6;661.1;0.00;0.0;435;74.83;666;0.000;0.009;20.9;11;-10.7;17.9;0.89;2809;1;100.0;120
26/3/22;8:00 p.m.;14.4;17.2;12.5;19;-8.9;37.0;NO;74.03;53.1;NO;10.2;12.1;7.8;5.5;661.8;0.00;0.0;23;3.96;156;0.324;0.000;14.8;14;-12.5;12.2;0.76;2807;1;100.0;120
26/3/22;10:00 p.m.;11.6;12.5;10.6;19;-11.3;29.0;NO;57.94;56.3;NO;7.6;9.9;5.8;3.0;664.5;0.00;0.0;0;0.00;0;0.560;0.000;10.8;15;-14.8;9.2;0.51;2808;1;100.0;120
27/3/22;12:00 a.m.;10.4;11.3;9.4;20;-11.6;11.3;NO;22.53;35.4;NO;9.0;9.1;7.6;3.6;665.2;0.00;0.0;0;0.00;0;0.657;0.000;8.7;16;-15.8;7.4;0.25;2809;1;100.0;120
