;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energa;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Roco;In.Cal.;;Muest;Tx  ;Recep.;Int.
Fecha;Hora;Ext.;Mx.;Mn.;Ext.;Roco;Viento;Viento;Viento;Mx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Fro ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
23/12/21;8:00 a.m.;8.1;8.2;7.7;92;6.8;4.8;SSO;9.66;11.3;ONO;7.7;8.2;7.8;5.9;664.6;1.40;2.4;16;2.75;62;0.856;0.000;7.4;82;4.5;7.3;0.03;2808;1;100.0;120
23/12/21;10:00 a.m.;8.4;9.7;7.7;79;5.0;6.4;SSO;12.87;16.1;S;7.5;8.3;7.4;8.4;665.2;1.00;4.2;232;39.91;564;0.829;0.000;8.4;89;6.7;8.5;0.20;2809;1;100.0;120
23/12/21;12:00 p.m.;12.1;14.4;9.7;60;4.5;8.0;SSO;16.09;19.3;SSO;11.4;11.4;10.7;14.6;664.2;0.00;0.0;882;151.72;1331;0.523;0.000;13.8;91;12.4;13.9;0.94;2810;1;100.0;120
23/12/21;2:00 p.m.;15.9;17.1;14.3;50;5.5;8.0;S;16.09;27.4;OSO;15.9;14.8;14.8;25.8;661.3;0.00;0.0;966;166.17;1651;0.199;0.000;19.2;85;16.6;19.8;1.17;2807;1;100.0;120
23/12/21;4:00 p.m.;17.5;18.9;16.8;50;7.0;6.4;O;12.87;29.0;NO;17.5;16.5;16.5;17.6;659.7;0.00;0.0;379;65.20;1543;0.069;0.000;20.4;84;17.6;21.4;0.63;2809;1;100.0;120
23/12/21;6:00 p.m.;15.1;17.1;14.0;66;8.8;6.4;ENE;12.87;25.7;NE;15.1;14.6;14.6;12.9;659.7;0.40;1.2;142;24.43;306;0.269;0.000;15.7;88;13.7;15.8;0.20;2807;1;100.0;120
23/12/21;8:00 p.m.;14.4;15.7;13.4;60;6.8;8.0;ENE;16.09;30.6;NE;14.2;13.7;13.5;11.7;660.9;0.00;0.0;144;24.77;250;0.324;0.000;14.6;88;12.6;14.6;0.23;2809;1;100.0;120
23/12/21;10:00 p.m.;13.9;14.9;13.2;57;5.5;11.3;ENE;22.53;19.3;NNE;13.1;13.1;12.3;8.8;662.8;0.00;0.0;4;0.69;46;0.370;0.000;13.4;87;11.3;13.4;0.13;2808;1;100.0;120
24/12/21;12:00 a.m.;12.1;13.2;10.9;63;5.3;9.7;NE;19.31;20.9;NE;11.2;11.5;10.6;7.0;663.7;0.00;0.0;0;0.00;0;0.519;0.000;11.2;86;9.0;11.2;0.10;2808;1;100.0;120
24/12/21;2:00 a.m.;10.5;11.6;9.7;85;8.1;8.0;O;16.09;25.7;SE;9.6;10.5;9.6;6.1;663.4;0.00;0.0;0;0.00;0;0.653;0.000;9.9;88;8.0;10.0;0.08;2803;1;100.0;120
24/12/21;4:00 a.m.;9.8;10.0;9.7;82;6.9;3.2;ONO;6.44;11.3;ONO;9.8;9.8;9.8;7.7;661.5;0.00;0.0;0;0.00;0;0.708;0.000;8.9;88;7.1;9.0;0.05;2808;1;100.0;120
24/12/21;6:00 a.m.;10.0;10.1;9.9;82;7.1;4.8;NO;9.66;12.9;ONO;9.8;10.0;9.8;7.7;661.6;0.00;0.0;0;0.00;0;0.694;0.000;9.1;87;7.0;9.1;0.05;2808;1;100.0;120
24/12/21;8:00 a.m.;10.1;10.8;9.7;77;6.3;1.6;NNE;3.22;8.0;O;10.1;10.1;10.1;8.4;662.7;0.00;0.0;32;5.50;104;0.685;0.000;9.1;86;6.9;9.2;0.03;2809;1;100.0;120
24/12/21;10:00 a.m.;11.8;13.0;10.7;68;6.1;6.4;SO;12.87;12.9;O;11.5;11.4;11.1;11.6;662.8;0.00;0.0;187;32.17;415;0.542;0.000;11.6;83;8.8;11.5;0.23;2809;1;100.0;120
24/12/21;12:00 p.m.;15.6;17.6;13.0;48;4.6;8.0;S;16.09;19.3;OSO;15.6;14.4;14.4;19.1;661.4;0.00;0.0;964;165.83;1252;0.227;0.000;17.6;75;13.1;17.6;1.07;2810;1;100.0;120
24/12/21;2:00 p.m.;18.9;20.1;17.6;37;3.9;8.0;SSE;16.09;22.5;SSO;18.9;17.3;17.3;31.2;659.1;0.00;0.0;1161;199.72;1209;0.000;0.046;21.7;69;15.8;21.9;1.45;2808;1;100.0;120
24/12/21;4:00 p.m.;19.9;20.7;19.4;40;5.9;11.3;ESE;22.53;43.5;NNO;19.9;18.6;18.6;21.0;656.7;0.00;0.0;504;86.70;1292;0.000;0.130;22.3;64;15.1;22.4;0.84;2809;1;100.0;120
24/12/21;6:00 p.m.;17.7;19.6;16.1;53;8.0;25.7;NO;51.50;51.5;NO;14.8;16.9;14.0;13.6;657.0;0.00;0.0;243;41.80;355;0.051;0.000;18.7;60;10.8;18.3;0.66;2810;1;100.0;120
24/12/21;8:00 p.m.;14.7;16.2;14.1;59;6.8;27.4;OSO;54.72;49.9;OSO;11.3;13.9;10.5;8.8;658.5;0.00;0.0;85;14.62;255;0.301;0.000;15.1;63;8.1;14.5;0.36;2808;1;100.0;120
24/12/21;10:00 p.m.;14.9;15.2;13.8;59;6.9;17.7;O;35.41;37.0;O;12.8;14.1;12.0;9.0;660.7;0.00;0.0;0;0.00;7;0.287;0.000;14.3;62;7.1;13.7;0.23;2809;1;100.0;120
25/12/21;12:00 a.m.;11.3;13.8;9.6;83;8.5;11.3;NE;22.53;30.6;NNO;10.1;11.3;10.0;6.7;662.8;1.60;2.8;0;0.00;0;0.583;0.000;10.7;78;7.0;10.6;0.08;2806;1;100.0;120
25/12/21;2:00 a.m.;9.1;9.9;8.4;87;7.1;16.1;OSO;32.19;32.2;O;6.3;9.2;6.4;3.3;662.8;2.40;3.8;0;0.00;0;0.769;0.000;8.7;86;6.5;8.7;0.05;2805;1;100.0;120
25/12/21;4:00 a.m.;8.8;9.0;8.5;87;6.7;9.7;OSO;19.31;22.5;O;7.3;8.8;7.3;5.2;662.4;0.20;0.0;0;0.00;0;0.796;0.000;8.1;89;6.4;8.2;0.05;2809;1;100.0;120
25/12/21;6:00 a.m.;8.4;8.6;8.0;91;7.0;8.0;SO;16.09;17.7;SO;7.1;8.5;7.2;5.1;662.7;0.80;1.2;0;0.00;0;0.829;0.000;7.8;90;6.2;7.8;0.05;2808;1;100.0;120
25/12/21;8:00 a.m.;7.6;8.1;7.3;83;4.9;9.7;O;19.31;20.9;O;5.8;7.5;5.7;4.0;663.8;0.40;1.0;32;5.50;135;0.898;0.000;7.1;91;5.7;7.2;0.08;2807;1;100.0;120
25/12/21;10:00 a.m.;9.7;11.4;8.1;65;3.5;6.4;O;12.87;20.9;O;9.1;9.4;8.7;10.3;664.4;0.00;0.0;277;47.65;642;0.718;0.000;9.5;94;8.6;9.8;0.30;2808;1;100.0;120
25/12/21;12:00 p.m.;12.4;13.9;11.4;58;4.4;6.4;S;12.87;19.3;SO;12.2;11.7;11.4;15.9;664.4;0.00;0.0;686;118.01;1315;0.491;0.000;14.2;94;13.2;14.3;0.76;2807;1;100.0;120
25/12/21;2:00 p.m.;14.9;16.3;14.0;48;4.0;6.4;SSO;12.87;20.9;SO;14.9;13.7;13.7;22.9;662.7;0.20;0.0;848;145.88;1417;0.287;0.000;17.8;94;16.8;18.3;1.02;2809;1;100.0;120
25/12/21;4:00 p.m.;17.3;18.1;16.3;49;6.5;6.4;SSO;12.87;25.7;NO;17.3;16.2;16.2;20.1;660.5;0.00;0.0;615;105.79;1487;0.088;0.000;20.6;91;19.1;21.8;0.84;2807;1;100.0;120
25/12/21;6:00 p.m.;14.9;17.1;12.8;62;7.7;30.6;NO;61.16;56.3;NNO;11.2;14.2;10.5;9.6;659.5;0.00;0.0;169;29.07;359;0.287;0.000;16.2;90;14.6;16.4;0.18;2807;1;100.0;120
25/12/21;8:00 p.m.;13.1;14.2;10.7;80;9.7;29.0;NO;57.94;54.7;NO;9.3;12.9;9.1;7.8;663.2;0.20;0.0;125;21.50;364;0.435;0.000;13.3;86;11.0;13.2;0.38;2808;1;100.0;120
25/12/21;10:00 p.m.;10.1;10.8;9.7;83;7.4;14.5;SO;28.97;33.8;OSO;7.8;10.1;7.8;4.7;665.3;0.00;0.0;1;0.17;12;0.685;0.000;9.8;88;7.9;9.9;0.08;2808;1;100.0;120
26/12/21;12:00 a.m.;9.8;9.9;9.7;83;7.1;4.8;ENE;9.66;14.5;NE;9.6;9.8;9.6;6.1;665.9;0.00;0.0;0;0.00;0;0.708;0.000;8.8;88;7.0;8.9;0.05;2808;1;100.0;120
26/12/21;2:00 a.m.;9.9;10.1;9.6;82;7.0;4.8;E;9.66;14.5;NE;9.7;9.9;9.7;6.2;665.5;0.00;0.0;0;0.00;0;0.704;0.000;9.1;87;7.0;9.1;0.05;2808;1;100.0;120
26/12/21;4:00 a.m.;9.6;9.9;9.0;86;7.4;3.2;S;6.44;8.0;OSO;9.6;9.7;9.7;7.6;664.0;0.00;0.0;0;0.00;0;0.727;0.000;8.8;87;6.8;8.9;0.05;2808;1;100.0;120
26/12/21;6:00 a.m.;8.8;9.0;8.6;88;6.9;3.2;SSO;6.44;6.4;SSO;8.8;8.8;8.8;6.7;664.2;0.00;0.0;0;0.00;0;0.796;0.000;7.6;87;5.6;7.6;0.00;2808;1;100.0;120
26/12/21;8:00 a.m.;9.1;9.3;8.7;88;7.2;4.8;SSO;9.66;14.5;S;8.7;9.1;8.8;6.9;665.9;0.00;0.0;15;2.58;65;0.773;0.000;8.4;86;6.2;8.4;0.03;2808;1;100.0;120
26/12/21;10:00 a.m.;9.7;10.6;8.9;76;5.6;6.4;SSO;12.87;12.9;SO;9.0;9.6;8.9;9.2;667.0;0.20;0.0;178;30.62;327;0.722;0.000;9.8;85;7.4;9.9;0.18;2807;1;100.0;120
26/12/21;12:00 p.m.;11.7;13.4;10.6;64;5.1;8.0;SSO;16.09;17.7;S;11.0;11.2;10.4;14.1;666.1;0.00;0.0;511;87.90;1111;0.551;0.000;13.0;82;10.0;12.9;0.56;2809;1;100.0;120
26/12/21;2:00 p.m.;15.6;17.1;13.4;46;4.0;8.0;SSE;16.09;20.9;O;15.6;14.3;14.3;27.7;663.9;0.00;0.0;1124;193.35;1522;0.231;0.000;17.9;78;14.1;18.2;1.24;2809;1;100.0;120
26/12/21;4:00 p.m.;16.9;18.2;13.8;59;8.9;12.9;NNO;25.75;41.8;NNO;16.4;16.3;15.7;17.8;662.5;0.00;0.0;469;80.68;1366;0.116;0.000;19.5;77;15.4;20.0;0.74;2809;1;100.0;120
26/12/21;6:00 p.m.;14.9;16.7;14.1;54;5.7;17.7;NO;35.41;43.5;ONO;12.8;13.9;11.8;10.7;662.1;0.20;0.0;187;32.17;482;0.287;0.000;14.6;78;10.8;14.4;0.41;2807;1;100.0;120
26/12/21;8:00 p.m.;12.6;14.6;11.9;76;8.4;12.9;NE;25.75;29.0;NE;11.1;12.3;10.8;8.3;662.6;0.00;0.0;58;9.98;91;0.481;0.000;12.9;80;9.5;12.7;0.18;2809;1;100.0;120
26/12/21;10:00 p.m.;12.2;12.4;12.0;66;6.1;12.9;NE;25.75;27.4;NNE;10.7;11.7;10.2;6.9;664.4;0.00;0.0;1;0.17;16;0.509;0.000;11.7;82;8.7;11.6;0.10;2809;1;100.0;120
27/12/21;12:00 a.m.;11.1;12.2;10.2;78;7.4;6.4;NE;12.87;14.5;NNE;10.6;10.9;10.4;6.9;665.8;0.00;0.0;0;0.00;0;0.606;0.000;9.9;83;7.1;9.9;0.05;2805;1;100.0;120
27/12/21;2:00 a.m.;9.8;10.3;9.4;79;6.4;11.3;O;22.53;24.1;OSO;8.2;9.8;8.2;4.7;664.5;0.00;0.0;0;0.00;0;0.708;0.000;8.7;82;5.8;8.7;0.05;2804;1;100.0;120
27/12/21;4:00 a.m.;8.2;9.8;7.2;78;4.6;8.0;NNE;16.09;14.5;NNE;6.9;8.1;6.8;4.7;663.5;0.00;0.0;0;0.00;0;0.843;0.000;6.9;83;4.3;6.9;0.05;2808;1;100.0;120
27/12/21;6:00 a.m.;7.1;7.4;6.6;74;2.7;6.4;NNE;12.87;14.5;O;5.9;6.8;5.7;3.5;664.1;0.00;0.0;0;0.00;0;0.940;0.000;5.3;83;2.6;5.2;0.05;2807;1;100.0;120
27/12/21;8:00 a.m.;7.3;9.1;6.7;74;3.0;8.0;ONO;16.09;17.7;ONO;5.8;7.1;5.6;4.2;665.9;0.00;0.0;61;10.49;251;0.917;0.000;5.9;84;3.4;5.8;0.10;2808;1;100.0;120
27/12/21;10:00 a.m.;11.4;13.4;8.9;58;3.4;3.2;E;6.44;11.3;E;11.4;10.7;10.7;14.4;666.3;0.00;0.0;498;85.67;729;0.579;0.000;11.7;78;8.0;11.5;0.51;2809;1;100.0;120
27/12/21;12:00 p.m.;15.0;16.9;13.4;41;1.8;6.4;SSE;12.87;19.3;S;15.0;13.6;13.6;17.7;664.6;0.00;0.0;921;158.43;1085;0.278;0.000;17.1;73;12.2;16.9;1.04;2808;1;100.0;120
27/12/21;2:00 p.m.;18.2;19.8;16.9;31;0.7;9.7;S;19.31;25.7;S;18.2;16.2;16.2;30.0;662.8;0.00;0.0;1161;199.72;1313;0.014;0.000;20.5;67;14.2;20.6;1.45;2810;1;100.0;120
27/12/21;4:00 p.m.;18.4;20.1;15.4;35;2.6;11.3;SSO;22.53;43.5;OSO;18.4;16.6;16.6;20.2;661.0;0.20;0.0;615;105.79;1346;0.000;0.005;20.8;69;14.9;20.9;0.97;2809;1;100.0;120
27/12/21;6:00 p.m.;19.7;22.1;18.6;22;-2.6;11.3;E;22.53;32.2;NNO;19.7;17.1;17.1;19.5;659.2;0.20;0.0;533;91.69;1086;0.000;0.116;21.3;61;13.5;20.9;0.86;2806;1;100.0;120
27/12/21;8:00 p.m.;20.5;22.3;18.1;22;-2.0;27.4;NO;54.72;46.7;ONO;17.8;18.0;15.3;15.2;659.1;0.00;0.0;307;52.81;719;0.000;0.181;21.3;48;9.9;20.3;0.97;2810;1;100.0;120
27/12/21;10:00 p.m.;16.0;18.1;14.6;26;-3.5;32.2;NO;64.37;53.1;NO;12.3;13.7;10.0;7.5;660.9;0.00;0.0;2;0.34;19;0.194;0.000;15.8;44;3.6;14.5;0.61;2810;1;100.0;120
28/12/21;12:00 a.m.;14.3;14.9;13.4;28;-4.0;33.8;NO;67.59;67.6;NO;10.3;12.4;8.3;5.9;662.1;0.00;0.0;0;0.00;0;0.333;0.000;13.4;41;0.4;12.1;0.53;2807;1;100.0;120
28/12/21;2:00 a.m.;12.8;13.5;11.1;37;-1.6;27.4;NO;54.72;53.1;ONO;9.1;11.4;7.7;5.0;662.1;0.00;0.0;0;0.00;0;0.463;0.000;12.1;42;-0.5;10.9;0.41;2807;1;100.0;120
28/12/21;4:00 a.m.;10.8;11.2;10.3;35;-4.0;19.3;NO;38.62;45.1;NNO;7.8;9.7;6.7;4.7;660.7;0.00;0.0;0;0.00;0;0.625;0.000;9.7;45;-1.7;8.9;0.28;2809;1;100.0;120
28/12/21;6:00 a.m.;9.6;11.2;7.9;46;-1.5;11.3;NO;22.53;35.4;NO;8.0;8.9;7.3;5.0;660.9;0.00;0.0;0;0.00;0;0.727;0.000;8.3;48;-2.1;7.7;0.20;2807;1;100.0;120
28/12/21;8:00 a.m.;8.5;10.9;6.9;36;-5.7;12.9;O;25.75;30.6;O;6.3;7.6;5.3;3.8;662.4;0.00;0.0;63;10.84;264;0.819;0.000;6.4;48;-3.8;5.8;0.20;2808;1;100.0;120
28/12/21;10:00 a.m.;12.6;13.7;10.9;29;-5.0;14.5;OSO;28.97;27.4;OSO;10.8;10.9;9.1;12.3;663.5;0.00;0.0;516;88.76;754;0.477;0.000;12.4;45;0.8;11.3;0.74;2807;1;100.0;120
28/12/21;12:00 p.m.;14.9;16.1;13.5;25;-4.9;9.7;S;19.31;25.7;S;14.6;12.7;12.3;16.4;662.3;0.00;0.0;936;161.01;1081;0.282;0.000;16.1;43;3.5;14.7;1.17;2808;1;100.0;120
28/12/21;2:00 p.m.;17.9;19.9;16.0;19;-6.1;8.0;SE;16.09;25.7;E;17.9;15.1;15.1;28.4;660.3;0.00;0.0;1140;196.11;1162;0.037;0.000;19.7;42;6.4;18.4;1.45;2808;1;100.0;120
28/12/21;4:00 p.m.;20.8;22.4;19.5;16;-5.9;9.7;SE;19.31;25.7;S;20.8;18.1;18.1;27.4;658.2;0.00;0.0;1111;191.12;1192;0.000;0.208;22.9;39;8.2;22.2;1.45;2807;1;100.0;120
28/12/21;6:00 p.m.;23.3;24.6;22.2;8;-12.9;17.7;NNO;35.41;46.7;NO;21.9;20.9;19.5;24.1;656.7;0.00;0.0;799;137.45;1150;0.000;0.412;25.2;32;7.3;24.5;1.47;2809;1;100.0;120
28/12/21;8:00 p.m.;21.5;23.2;19.5;13;-8.1;27.4;NNO;54.72;59.5;NO;18.8;18.8;16.1;15.7;658.0;0.00;0.0;288;49.54;559;0.000;0.264;22.0;28;2.6;20.2;1.07;2808;1;100.0;120
28/12/21;10:00 p.m.;17.7;19.4;16.3;18;-7.0;27.4;ONO;54.72;51.5;O;14.6;14.8;11.8;8.9;660.1;0.00;0.0;2;0.34;16;0.056;0.000;17.2;28;-1.5;15.0;0.58;2809;1;100.0;120
29/12/21;12:00 a.m.;14.7;16.3;13.3;20;-8.1;20.9;NO;41.84;43.5;O;11.9;12.3;9.5;6.3;662.2;0.00;0.0;0;0.00;0;0.306;0.000;13.8;30;-3.5;12.1;0.41;2809;1;100.0;120
29/12/21;2:00 a.m.;11.4;13.7;10.0;18;-12.1;11.3;ONO;22.53;24.1;ONO;10.2;9.7;8.4;4.3;661.8;0.00;0.0;0;0.00;0;0.574;0.000;9.7;32;-6.2;8.7;0.25;2805;1;100.0;120
29/12/21;4:00 a.m.;10.9;11.6;9.3;24;-8.9;12.9;ONO;25.75;27.4;ONO;9.2;9.4;7.7;5.3;661.2;0.00;0.0;0;0.00;0;0.616;0.000;9.2;32;-6.7;8.2;0.28;2808;1;100.0;120
29/12/21;6:00 a.m.;8.6;9.3;7.0;31;-7.6;8.0;ONO;16.09;22.5;ONO;7.3;7.6;6.3;3.9;661.5;0.00;0.0;0;0.00;0;0.815;0.000;6.7;34;-8.1;5.8;0.15;2805;1;100.0;120
29/12/21;8:00 a.m.;7.5;11.0;5.9;26;-10.8;4.8;NNO;9.66;12.9;NNO;7.0;6.4;5.9;4.3;663.6;0.00;0.0;63;10.84;271;0.903;0.000;5.0;35;-9.2;4.2;0.13;2809;1;100.0;120
29/12/21;10:00 a.m.;13.4;14.3;11.0;21;-8.5;4.8;S;9.66;16.1;SSO;13.4;11.3;11.3;14.8;664.5;0.00;0.0;522;89.80;780;0.412;0.000;12.9;32;-3.4;11.4;0.63;2807;1;100.0;120
29/12/21;12:00 p.m.;16.1;18.2;14.3;18;-8.3;8.0;S;16.09;20.9;SSE;16.1;13.4;13.4;17.4;663.5;0.00;0.0;940;161.70;1088;0.185;0.000;17.3;31;0.0;15.3;1.19;2808;1;100.0;120
29/12/21;2:00 p.m.;19.7;21.4;17.9;11;-11.6;9.7;SE;19.31;27.4;SSE;19.7;16.5;16.5;29.8;661.7;0.00;0.0;1147;197.31;1171;0.000;0.116;21.3;29;2.5;19.3;1.55;2809;1;100.0;120
29/12/21;4:00 p.m.;22.3;23.3;21.1;8;-13.6;11.3;SE;22.53;29.0;ESE;22.3;19.6;19.6;27.9;658.5;0.00;0.0;1061;182.52;1167;0.000;0.329;24.1;27;3.9;23.1;1.52;2809;1;100.0;120
29/12/21;6:00 p.m.;23.4;24.7;22.6;7;-14.4;12.9;NNO;25.75;40.2;ONO;23.1;21.0;20.7;22.0;657.1;0.00;0.0;466;80.16;1260;0.000;0.421;24.4;25;3.1;23.5;1.02;2810;1;100.0;120
29/12/21;8:00 p.m.;23.4;24.8;21.6;9;-11.3;24.1;NO;48.28;51.5;ONO;21.3;21.2;19.0;18.6;657.7;0.00;0.0;295;50.75;643;0.000;0.426;23.7;22;0.7;22.3;1.04;2808;1;100.0;120
29/12/21;10:00 p.m.;19.5;21.6;17.8;16;-7.0;30.6;ONO;61.16;51.5;O;16.4;16.5;13.4;10.7;659.6;0.00;0.0;2;0.34;14;0.000;0.097;19.2;22;-3.0;16.5;0.74;2809;1;100.0;120
30/12/21;12:00 a.m.;17.3;18.3;16.2;9;-16.0;30.6;ONO;61.16;56.3;O;13.8;14.1;10.7;7.8;661.1;0.00;0.0;0;0.00;0;0.088;0.000;16.3;22;-5.5;13.7;0.66;2809;1;100.0;120
30/12/21;2:00 a.m.;13.1;17.6;9.8;20;-9.4;8.0;NO;16.09;29.0;O;12.7;11.1;10.6;6.5;661.7;0.00;0.0;0;0.00;0;0.435;0.000;12.0;25;-7.5;10.3;0.25;2806;1;100.0;120
30/12/21;4:00 a.m.;9.9;11.4;8.7;17;-14.1;16.1;ONO;32.19;24.1;NO;7.3;8.6;5.9;3.7;660.8;0.00;0.0;0;0.00;0;0.704;0.000;8.2;24;-11.2;7.1;0.30;2809;1;100.0;120
30/12/21;6:00 a.m.;9.3;9.9;8.4;19;-13.2;8.0;ONO;16.09;20.9;ONO;8.2;8.1;7.0;4.5;661.2;0.00;0.0;0;0.00;0;0.750;0.000;6.6;25;-12.1;5.6;0.20;2805;1;100.0;120
30/12/21;8:00 a.m.;8.6;11.3;7.2;17;-15.2;4.8;NNE;9.66;16.1;ONO;8.2;7.3;6.9;5.2;662.4;0.00;0.0;64;11.01;274;0.815;0.000;6.1;26;-12.0;5.1;0.18;2809;1;100.0;120
30/12/21;10:00 a.m.;14.6;15.7;11.3;15;-11.8;4.8;S;9.66;12.9;SSO;14.6;12.1;12.1;15.6;663.3;0.00;0.0;527;90.66;789;0.315;0.000;13.6;24;-6.7;11.5;0.63;2806;1;100.0;120
30/12/21;12:00 p.m.;18.0;20.1;15.7;9;-15.4;6.4;S;12.87;17.7;S;18.0;14.8;14.8;18.7;662.0;0.00;0.0;948;163.08;1097;0.028;0.000;19.1;23;-2.6;16.3;1.24;2808;1;100.0;120
30/12/21;2:00 p.m.;21.6;23.1;20.1;4;-22.4;9.7;SSE;19.31;25.7;SSE;21.6;18.4;18.4;31.7;660.2;0.00;0.0;1159;199.37;1183;0.000;0.269;23.1;22;0.2;21.5;1.63;2809;1;100.0;120
30/12/21;4:00 p.m.;24.2;25.3;22.7;4;-20.5;12.9;SSE;25.75;30.6;SE;23.9;22.1;21.8;30.2;656.7;0.00;0.0;1111;191.12;1257;0.000;0.491;25.7;20;1.1;24.4;1.70;2808;1;100.0;120
30/12/21;6:00 p.m.;24.7;25.7;23.9;8;-11.8;12.9;NNO;25.75;45.1;ONO;24.4;23.0;22.7;23.3;655.2;0.00;0.0;401;68.98;1172;0.000;0.528;25.6;19;0.3;24.3;0.99;2810;1;100.0;120
30/12/21;8:00 p.m.;23.7;25.3;21.9;13;-6.4;29.0;NO;57.94;48.3;NNO;21.2;21.8;19.3;19.0;654.9;0.00;0.0;295;50.75;606;0.000;0.444;24.1;17;-2.5;22.6;1.14;2809;1;100.0;120
30/12/21;10:00 p.m.;20.7;21.9;19.1;25;-0.1;29.0;OSO;57.94;62.8;O;17.8;18.3;15.4;12.9;656.3;0.00;0.0;4;0.69;35;0.000;0.194;20.5;20;-3.3;17.9;0.69;2808;1;100.0;120
31/12/21;12:00 a.m.;18.2;19.3;16.9;28;-0.6;20.9;S;41.84;49.9;SO;16.0;15.9;13.7;10.7;659.7;0.00;0.0;0;0.00;0;0.009;0.000;17.9;24;-2.9;15.3;0.41;2807;1;100.0;120
31/12/21;2:00 a.m.;14.8;16.9;12.9;36;-0.1;6.4;ONO;12.87;17.7;ONO;14.8;13.2;13.2;9.3;658.9;0.00;0.0;0;0.00;0;0.292;0.000;13.7;27;-5.0;11.7;0.20;2809;1;100.0;120
31/12/21;4:00 a.m.;12.5;12.9;12.2;45;0.9;6.4;ONO;12.87;22.5;O;12.3;11.4;11.2;8.9;657.9;0.00;0.0;0;0.00;0;0.486;0.000;10.8;29;-6.6;9.5;0.15;2809;1;100.0;120
31/12/21;6:00 a.m.;11.9;13.2;10.8;48;1.2;11.3;OSO;22.53;24.1;OSO;10.7;10.9;9.8;7.6;657.9;0.00;0.0;0;0.00;0;0.537;0.000;10.0;32;-6.0;9.0;0.15;2808;1;100.0;120
31/12/21;8:00 a.m.;11.6;13.9;9.9;46;0.4;12.9;OSO;25.75;24.1;OSO;10.0;10.7;9.1;7.7;658.9;0.00;0.0;59;10.15;257;0.560;0.000;10.0;33;-5.6;9.0;0.20;2808;1;100.0;120
31/12/21;10:00 a.m.;15.6;16.7;13.9;39;1.6;8.0;SO;16.09;22.5;SO;15.6;14.0;14.0;17.7;658.9;0.00;0.0;504;86.70;735;0.231;0.000;15.7;31;-1.4;13.8;0.66;2809;1;100.0;120
31/12/21;12:00 p.m.;18.2;19.8;16.4;25;-2.2;9.7;SO;19.31;22.5;SO;18.2;15.6;15.6;19.7;658.2;0.00;0.0;927;159.46;1081;0.014;0.000;19.7;29;1.1;17.6;1.19;2809;1;100.0;120
31/12/21;2:00 p.m.;21.3;22.4;19.7;8;-14.3;12.9;SSO;25.75;29.0;SSO;21.1;18.3;18.0;30.7;656.1;0.00;0.0;1160;199.55;1222;0.000;0.250;23.0;25;1.9;21.6;1.65;2808;1;100.0;120
31/12/21;4:00 p.m.;22.2;23.9;21.2;13;-7.5;12.9;NNE;25.75;53.1;NE;21.9;19.7;19.4;21.4;654.4;0.00;0.0;517;88.94;1274;0.000;0.324;24.1;23;1.6;22.9;1.04;2810;1;100.0;120
31/12/21;6:00 p.m.;22.4;23.2;21.4;19;-2.3;24.1;NNE;48.28;51.5;NNE;20.2;20.3;18.1;17.8;651.6;0.00;0.0;301;51.78;1288;0.000;0.343;23.1;21;-0.5;21.4;1.04;2809;1;100.0;120
31/12/21;8:00 p.m.;21.2;22.1;20.6;12;-9.4;33.8;NNE;67.59;64.4;NNE;18.1;18.3;15.2;14.8;653.4;0.00;0.0;293;50.40;603;0.000;0.241;21.4;20;-2.5;19.0;0.30;2807;1;100.0;120
31/12/21;10:00 p.m.;18.8;20.8;17.5;17;-6.8;25.7;NO;51.50;64.4;ONO;16.0;15.8;13.1;10.2;655.8;0.00;0.0;2;0.34;16;0.000;0.037;18.3;20;-5.1;15.5;0.61;2808;1;100.0;120
1/1/22;12:00 a.m.;15.6;17.8;13.3;23;-5.5;12.9;NO;25.75;41.8;ONO;14.8;13.2;12.4;8.7;658.5;0.00;0.0;0;0.00;0;0.227;0.000;14.4;22;-7.1;12.1;0.30;2808;1;100.0;120
1/1/22;2:00 a.m.;11.6;13.3;10.7;21;-10.1;9.7;NNE;19.31;24.1;NO;10.6;9.9;8.9;4.7;657.8;0.00;0.0;0;0.00;0;0.565;0.000;10.0;24;-9.7;8.8;0.23;2804;1;100.0;120
1/1/22;4:00 a.m.;11.8;12.7;11.1;23;-8.7;20.9;NO;41.84;37.0;NO;8.7;10.1;6.9;5.0;657.5;0.00;0.0;0;0.00;0;0.542;0.000;9.9;23;-10.3;8.7;0.38;2809;1;100.0;120
1/1/22;6:00 a.m.;11.4;11.9;11.0;15;-14.3;17.7;NO;35.41;41.8;NO;8.8;9.6;6.9;4.8;658.4;0.00;0.0;0;0.00;0;0.574;0.000;9.7;23;-10.5;8.5;0.33;2807;1;100.0;120
