;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energía;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Rocío;In.Cal.;;Muest;Tx  ;Recep.;Int.
Date;Time;Ext.;Máx.;Mín.;Ext.;Rocío;Viento;Viento;Viento;Máx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Frío ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
23/5/21;02:00;3.4;5.5;1.6;13;-22.5;20.9;NW;41.84;43.5;WNW;-1.0;2.4;-2.1;-5.4;671.5;0.00;0.0;0;0.00;0;1.241;0.000;1.8;16;-21.4;0.9;0.28;2805;1;100.0;120
23/5/21;04:00;3.1;4.1;2.2;12;-23.7;17.7;NW;35.41;38.6;NW;-1.1;2.0;-2.1;-4.4;670.2;0.00;0.0;0;0.00;0;1.273;0.000;1.4;16;-21.7;0.6;0.28;2807;1;100.0;120
23/5/21;06:00;2.8;4.4;-1.4;21;-17.4;19.3;NW;38.62;41.8;NW;-1.6;1.9;-2.5;-4.7;670.1;0.00;0.0;0;0.00;0;1.292;0.000;1.7;15;-22.2;0.8;0.28;2807;1;100.0;120
23/5/21;08:00;-1.5;-0.4;-2.4;21;-21.0;3.2;N;6.44;11.3;NNW;-2.2;-2.2;-2.9;-5.6;671.2;0.00;0.0;0;0.00;0;1.653;0.000;-4.1;17;-25.6;-4.7;0.08;2802;1;100.0;120
23/5/21;10:00;-0.2;3.4;-2.8;17;-22.4;1.6;NNE;3.22;12.9;N;-0.2;-1.1;-1.1;-1.2;672.8;0.00;0.0;166;28.56;387;1.546;0.000;-4.0;18;-24.9;-4.6;0.15;2807;1;100.0;120
23/5/21;12:00;3.6;5.4;2.5;17;-19.2;6.4;S;12.87;16.1;SSW;2.0;2.6;1.0;6.1;672.4;0.00;0.0;563;96.85;703;1.227;0.000;2.6;17;-20.1;1.7;0.53;2810;1;100.0;120
23/5/21;14:00;7.7;9.9;5.4;10;-22.1;8.0;S;16.09;20.9;S;6.3;6.4;5.0;9.7;670.0;0.00;0.0;757;130.22;784;0.884;0.000;10.2;16;-14.5;8.8;0.81;2809;1;100.0;120
23/5/21;16:00;13.0;13.6;9.9;10;-18.0;32.2;NNW;64.37;56.3;NW;8.8;10.7;6.5;9.0;668.0;0.00;0.0;682;117.32;768;0.444;0.000;14.8;12;-14.4;12.1;1.32;2808;1;100.0;120
23/5/21;18:00;12.2;13.1;11.2;10;-18.6;40.2;NNW;80.47;57.9;NW;7.4;10.0;5.2;5.4;667.9;0.00;0.0;390;67.09;589;0.514;0.000;13.7;10;-17.4;11.2;0.46;2809;1;100.0;120
23/5/21;20:00;9.0;11.2;7.5;13;-18.0;38.6;NNW;77.25;56.3;NNW;3.8;7.6;2.4;0.1;668.5;0.00;0.0;29;4.99;181;0.778;0.000;9.2;11;-19.8;7.8;0.10;2806;1;100.0;120
23/5/21;22:00;6.7;7.6;6.1;15;-18.2;37.0;NNW;74.03;59.5;NW;1.3;5.5;0.2;-2.4;670.7;0.00;0.0;0;0.00;0;0.972;0.000;5.8;13;-20.6;4.6;0.10;2809;1;100.0;120
24/5/21;00:00;4.9;6.8;3.0;19;-16.9;11.3;NNE;22.53;48.3;WSW;2.3;3.8;1.2;-3.0;671.9;0.00;0.0;0;0.00;0;1.120;0.000;3.5;14;-21.6;2.5;0.20;2808;1;100.0;120
24/5/21;02:00;3.2;4.2;1.7;16;-20.3;4.8;WNW;9.66;16.1;NW;2.1;2.2;1.1;-3.3;671.7;0.00;0.0;0;0.00;0;1.264;0.000;0.5;15;-23.2;-0.4;0.13;2805;1;100.0;120
24/5/21;04:00;1.6;3.4;-0.5;21;-18.4;4.8;NW;9.66;22.5;W;0.3;0.7;-0.6;-3.2;670.9;0.00;0.0;0;0.00;0;1.394;0.000;-1.1;15;-24.5;-1.9;0.13;2809;1;100.0;120
24/5/21;06:00;-1.6;-0.4;-2.9;22;-20.6;6.4;NNW;12.87;14.5;NW;-4.1;-2.3;-4.8;-7.4;671.5;0.00;0.0;0;0.00;0;1.662;0.000;-4.0;17;-25.5;-4.6;0.10;2805;1;100.0;120
24/5/21;08:00;-2.0;-0.1;-3.3;23;-20.4;8.0;N;16.09;16.1;N;-5.1;-2.7;-5.8;-8.4;672.8;0.00;0.0;0;0.00;0;1.694;0.000;-4.6;17;-26.0;-5.2;0.10;2805;1;100.0;120
24/5/21;10:00;-0.7;2.0;-3.9;21;-20.3;4.8;N;9.66;14.5;N;-2.2;-1.4;-3.0;-3.1;674.4;0.00;0.0;164;28.21;387;1.583;0.000;-3.7;18;-24.6;-4.3;0.18;2806;1;100.0;120
24/5/21;12:00;3.4;5.9;1.2;16;-20.1;4.8;S;9.66;14.5;S;2.4;2.4;1.4;6.4;674.4;0.00;0.0;559;96.16;705;1.241;0.000;2.3;16;-21.0;1.4;0.51;2810;1;100.0;120
24/5/21;14:00;7.6;9.3;5.9;12;-20.1;8.0;S;16.09;16.1;SSE;6.2;6.3;4.9;9.5;671.9;0.00;0.0;751;129.19;786;0.894;0.000;10.1;15;-15.5;8.7;0.79;2808;1;100.0;120
24/5/21;16:00;11.5;13.9;9.3;6;-25.0;17.7;NW;35.41;48.3;NNW;8.8;9.4;6.8;9.9;669.5;0.00;0.0;688;118.35;766;0.569;0.000;14.3;11;-15.9;11.7;0.99;2807;1;100.0;120
24/5/21;18:00;12.2;13.5;11.2;6;-24.4;33.8;NW;67.59;57.9;WNW;7.9;9.9;5.6;5.1;669.7;0.00;0.0;300;51.61;571;0.509;0.000;13.4;8;-20.3;10.9;1.02;2807;1;100.0;120
24/5/21;20:00;9.4;11.4;8.2;10;-20.8;38.6;NNW;77.25;61.2;NW;4.3;7.9;2.9;0.5;670.2;0.00;0.0;18;3.10;128;0.745;0.000;9.3;9;-22.1;7.8;5.89;2809;1;100.0;120
24/5/21;22:00;7.6;8.2;6.6;11;-21.1;22.5;NNW;45.06;54.7;NW;3.6;6.2;2.3;-1.1;673.1;0.00;0.0;0;0.00;0;0.898;0.000;6.7;10;-22.9;5.4;0.38;2809;1;100.0;120
25/5/21;00:00;5.6;6.9;4.2;10;-23.8;11.3;NW;22.53;43.5;N;3.1;4.3;1.8;-2.5;673.9;0.00;0.0;0;0.00;0;1.065;0.000;3.8;11;-24.1;2.7;0.23;2808;1;100.0;120
25/5/21;02:00;5.4;6.5;3.7;12;-21.8;11.3;NNW;22.53;30.6;NW;2.8;4.2;1.7;-2.7;673.5;0.00;0.0;0;0.00;0;1.079;0.000;3.3;11;-24.4;2.3;0.23;2804;1;100.0;120
25/5/21;04:00;3.7;4.2;2.9;12;-23.2;6.4;NNW;12.87;20.9;NNW;2.1;2.6;1.0;-1.7;673.5;0.00;0.0;0;0.00;0;1.222;0.000;1.1;12;-25.2;0.2;0.18;2809;1;100.0;120
25/5/21;06:00;2.0;4.0;-0.1;14;-22.8;6.4;N;12.87;20.9;NW;0.1;1.1;-0.8;-3.5;673.4;0.00;0.0;0;0.00;0;1.361;0.000;-0.5;12;-26.5;-1.3;0.15;2809;1;100.0;120
25/5/21;08:00;0.4;1.4;-0.9;15;-23.3;6.4;NW;12.87;20.9;WNW;-1.7;-0.4;-2.6;-5.2;674.7;0.00;0.0;0;0.00;0;1.491;0.000;-2.2;13;-27.0;-2.9;0.13;2810;1;100.0;120
25/5/21;10:00;1.5;4.3;-2.0;12;-24.9;4.8;WNW;9.66;17.7;NW;0.2;0.6;-0.7;-1.2;676.7;0.00;0.0;145;24.94;373;1.403;0.000;-1.3;13;-26.3;-2.1;0.20;2805;1;100.0;120
25/5/21;12:00;6.9;8.1;4.3;10;-22.7;4.8;SSW;9.66;16.1;S;6.4;5.7;5.1;10.3;676.3;0.00;0.0;568;97.71;747;0.949;0.000;5.4;12;-21.8;4.2;0.58;2805;1;100.0;120
25/5/21;14:00;8.9;10.9;7.6;9;-22.4;8.0;S;16.09;19.3;SSW;7.7;7.4;6.3;10.6;673.6;0.00;0.0;725;124.72;786;0.787;0.000;11.6;12;-16.9;9.7;0.79;2809;1;100.0;120
25/5/21;16:00;13.1;15.0;10.9;10;-17.9;14.5;NW;28.97;38.6;WNW;11.4;10.7;9.0;11.2;670.8;0.00;0.0;564;97.02;780;0.435;0.000;15.5;12;-13.8;12.7;0.86;2808;1;100.0;120
25/5/21;18:00;13.4;14.8;12.3;12;-15.5;24.1;NW;48.28;43.5;WNW;10.1;11.1;7.7;6.8;671.0;0.00;0.0;251;43.18;617;0.407;0.000;14.5;12;-14.6;11.9;0.76;2809;1;100.0;120
25/5/21;20:00;9.7;12.6;7.2;13;-17.5;16.1;NNW;32.19;41.8;NNW;7.1;8.3;5.7;2.1;672.5;0.00;0.0;16;2.75;128;0.718;0.000;9.6;13;-17.6;8.2;0.33;2806;1;100.0;120
25/5/21;22:00;7.2;8.1;6.3;15;-17.8;8.0;NNW;16.09;27.4;NW;5.7;6.0;4.5;0.2;673.5;0.00;0.0;0;0.00;0;0.926;0.000;5.2;13;-21.0;4.1;0.20;2808;1;100.0;120
26/5/21;00:00;6.6;7.7;6.1;15;-18.3;20.9;NW;41.84;38.6;NNW;2.7;5.4;1.6;-1.8;674.1;0.00;0.0;0;0.00;0;0.977;0.000;5.1;14;-20.3;3.9;0.33;2809;1;100.0;120
26/5/21;02:00;5.9;6.8;5.4;18;-16.6;19.3;NW;38.62;33.8;NW;2.2;4.8;1.1;-2.4;673.9;0.00;0.0;0;0.00;0;1.032;0.000;4.5;14;-20.8;3.4;0.33;2804;1;100.0;120
26/5/21;04:00;2.9;5.4;1.4;21;-17.3;8.0;NE;16.09;17.7;NE;0.7;1.9;-0.3;-2.9;672.9;0.00;0.0;0;0.00;0;1.287;0.000;1.6;15;-22.4;0.6;0.15;2808;1;100.0;120
26/5/21;06:00;1.6;3.3;-0.6;24;-16.8;4.8;N;9.66;14.5;NNW;0.3;0.8;-0.5;-3.1;673.6;0.00;0.0;0;0.00;0;1.394;0.000;-0.5;16;-23.3;-1.3;0.10;2808;1;100.0;120
26/5/21;08:00;0.3;1.8;-0.4;24;-17.9;8.0;NNW;16.09;20.9;WNW;-2.3;-0.4;-3.1;-5.7;675.0;0.00;0.0;0;0.00;0;1.500;0.000;-1.8;17;-23.7;-2.5;0.13;2810;1;100.0;120
26/5/21;10:00;2.2;5.2;-1.0;21;-18.0;3.2;ENE;6.44;14.5;SSW;1.8;1.3;0.9;1.0;676.8;0.00;0.0;171;29.42;392;1.347;0.000;-0.2;17;-22.4;-1.0;0.18;2808;1;100.0;120
26/5/21;12:00;5.1;8.4;3.1;17;-18.0;6.4;SSW;12.87;16.1;S;3.7;3.9;2.6;6.6;676.6;0.00;0.0;489;84.12;758;1.106;0.000;5.1;16;-18.8;3.9;0.48;2809;1;100.0;120
26/5/21;14:00;9.8;11.3;8.4;13;-17.4;6.4;SSW;12.87;17.7;S;9.2;8.4;7.7;12.4;674.3;0.00;0.0;753;129.53;868;0.708;0.000;12.8;14;-14.1;10.6;0.81;2807;1;100.0;120
26/5/21;16:00;12.1;12.9;11.3;12;-16.5;9.7;SE;19.31;24.1;ESE;11.2;10.1;9.2;12.7;671.8;0.00;0.0;649;111.64;796;0.519;0.000;15.7;13;-12.7;12.9;0.81;2809;1;100.0;120
26/5/21;18:00;12.7;13.7;12.2;15;-13.3;12.9;NNW;25.75;43.5;NNW;11.3;10.6;9.2;7.4;671.8;0.00;0.0;194;33.37;691;0.468;0.000;13.6;13;-14.4;11.2;0.46;2810;1;100.0;120
26/5/21;20:00;10.7;12.2;9.0;15;-15.0;27.4;NW;54.72;41.8;NW;6.6;9.1;5.0;2.2;672.5;0.00;0.0;18;3.10;95;0.639;0.000;10.2;14;-16.2;8.7;0.48;2810;1;100.0;120
26/5/21;22:00;8.7;9.3;7.8;18;-14.4;29.0;NW;57.94;46.7;WNW;4.2;7.4;2.9;0.1;673.4;0.00;0.0;0;0.00;0;0.806;0.000;7.7;15;-17.4;6.4;0.46;2809;1;100.0;120
27/5/21;00:00;8.2;9.1;7.1;21;-12.9;19.3;NW;38.62;37.0;NW;4.7;7.0;3.6;0.1;673.9;0.00;0.0;0;0.00;0;0.847;0.000;7.0;16;-17.2;5.8;0.30;2809;1;100.0;120
27/5/21;02:00;5.5;7.6;3.3;27;-12.1;8.0;NW;16.09;22.5;WNW;3.7;4.6;2.8;-1.4;673.8;0.00;0.0;0;0.00;0;1.069;0.000;4.0;18;-18.2;3.0;0.18;2808;1;100.0;120
27/5/21;04:00;3.4;4.3;2.8;26;-14.3;12.9;WNW;25.75;24.1;WNW;0.2;2.6;-0.7;-3.1;672.6;0.00;0.0;0;0.00;0;1.241;0.000;2.1;19;-19.2;1.2;0.18;2805;1;100.0;120
27/5/21;06:00;2.3;4.0;0.9;33;-12.4;4.8;N;9.66;19.3;WNW;1.1;1.6;0.4;-2.1;671.4;0.00;0.0;0;0.00;0;1.338;0.000;0.9;20;-19.6;0.1;0.13;2808;1;100.0;120
27/5/21;08:00;0.8;1.6;0.2;32;-14.1;4.8;N;9.66;11.3;NNE;-0.6;0.1;-1.3;-3.9;671.1;0.00;0.0;0;0.00;0;1.463;0.000;-0.9;21;-20.6;-1.7;0.08;2806;1;100.0;120
27/5/21;10:00;2.7;6.1;0.5;27;-14.5;3.2;N;6.44;11.3;N;2.3;1.8;1.5;0.8;672.2;0.00;0.0;119;20.47;508;1.306;0.000;1.0;21;-18.9;0.2;0.15;2807;1;100.0;120
27/5/21;12:00;8.1;8.9;6.1;26;-10.3;8.0;S;16.09;19.3;SSW;6.8;7.1;5.7;10.7;671.4;0.00;0.0;530;91.17;712;0.852;0.000;8.2;19;-14.1;7.0;0.58;2809;1;100.0;120
27/5/21;14:00;9.4;10.9;8.1;32;-6.5;30.6;NNW;61.16;66.0;WNW;4.9;8.4;3.9;5.2;668.8;0.00;0.0;492;84.64;977;0.741;0.000;10.7;25;-8.5;9.3;0.86;2808;1;100.0;120
27/5/21;16:00;8.9;10.6;7.4;34;-6.1;43.5;NW;86.90;66.0;NW;3.4;7.9;2.5;2.8;667.1;0.00;0.0;382;65.71;833;0.787;0.000;9.9;28;-7.8;8.8;---;2806;1;100.0;120
27/5/21;18:00;7.2;9.1;5.7;45;-3.9;41.8;NW;83.69;61.2;NW;1.6;6.5;0.9;-0.1;668.0;0.00;0.0;189;32.51;561;0.926;0.000;8.1;33;-7.2;7.2;6.35;2807;1;100.0;120
27/5/21;20:00;4.3;5.9;3.2;61;-2.5;37.0;NW;74.03;53.1;NW;-1.4;3.9;-1.8;-4.1;669.4;0.00;0.0;12;2.06;111;1.167;0.000;4.4;42;-7.4;3.7;0.00;2809;1;100.0;120
27/5/21;22:00;3.7;4.1;3.2;54;-4.7;30.6;NW;61.16;46.7;NW;-1.7;3.2;-2.2;-4.8;669.6;0.00;0.0;0;0.00;0;1.218;0.000;2.9;44;-8.1;2.3;0.20;2807;1;100.0;120
28/5/21;00:00;3.1;3.9;2.4;51;-6.1;30.6;NNW;61.16;46.7;NW;-2.5;2.5;-3.1;-5.7;670.1;0.00;0.0;0;0.00;0;1.273;0.000;2.2;45;-8.6;1.6;0.20;2807;1;100.0;120
28/5/21;02:00;3.0;3.7;2.0;69;-2.1;25.7;NNW;51.50;41.8;NNW;-2.1;2.7;-2.4;-5.2;669.8;0.00;0.0;0;0.00;0;1.278;0.000;2.1;45;-8.6;1.5;0.18;2805;1;100.0;120
28/5/21;04:00;2.1;2.7;0.5;70;-2.8;20.9;NNW;41.84;45.1;NNW;-2.8;1.7;-3.1;-4.9;668.5;0.00;0.0;0;0.00;0;1.356;0.000;1.4;56;-6.4;0.9;0.10;2807;1;100.0;120
28/5/21;06:00;0.4;2.6;-0.4;94;-0.4;4.8;SSE;9.66;20.9;NW;-1.0;0.4;-1.1;-3.3;668.1;0.00;0.0;0;0.00;0;1.491;0.000;0.4;61;-6.3;0.0;0.03;2804;1;100.0;120
28/5/21;08:00;-0.6;1.3;-0.8;93;-1.5;6.4;SW;12.87;22.5;W;-2.8;-0.6;-2.9;-5.2;669.2;0.00;0.0;0;0.00;0;1.574;0.000;-0.8;61;-7.4;-1.2;0.00;2805;1;100.0;120
28/5/21;10:00;0.7;2.1;-0.4;78;-2.7;19.3;NNW;38.62;43.5;WNW;-4.2;0.5;-4.4;-5.3;671.9;0.00;0.0;78;13.42;452;1.468;0.000;-0.2;65;-6.0;-0.6;0.10;2809;1;100.0;120
28/5/21;12:00;2.0;3.3;1.0;62;-4.5;22.5;NNW;45.06;46.7;NW;-3.1;1.6;-3.4;-1.6;672.4;1.40;3.0;286;49.20;870;1.361;0.000;1.4;70;-3.4;1.2;0.36;2807;1;100.0;120
28/5/21;14:00;5.6;7.6;3.3;43;-6.0;22.5;NNW;45.06;45.1;NW;1.4;4.9;0.7;4.8;672.0;0.80;1.4;722;124.20;1032;1.060;0.000;6.1;83;3.4;5.9;0.79;2809;1;100.0;120
28/5/21;16:00;6.9;8.6;4.3;58;-0.8;30.6;NNW;61.16;61.2;NW;2.1;6.4;1.6;4.7;670.4;0.20;0.0;648;111.47;990;0.949;0.000;9.4;82;6.5;9.4;0.81;2810;1;100.0;120
28/5/21;18:00;5.8;7.2;4.7;55;-2.6;45.1;NW;90.12;72.4;WNW;-0.2;5.2;-0.8;-1.1;668.4;0.00;0.0;238;40.94;594;1.046;0.000;6.4;81;3.4;6.3;6.45;2805;1;100.0;120
28/5/21;20:00;3.4;5.0;1.9;62;-3.2;35.4;NNW;70.81;66.0;NW;-2.4;3.0;-2.9;-4.9;671.2;0.00;0.0;19;3.27;118;1.241;0.000;3.4;84;0.9;3.3;---;2807;1;100.0;120
28/5/21;22:00;2.7;3.2;2.2;52;-6.2;38.6;NW;77.25;64.4;WNW;-3.7;2.1;-4.3;-6.4;672.3;0.00;0.0;0;0.00;0;1.306;0.000;1.7;84;-0.7;1.6;6.38;2807;1;100.0;120
29/5/21;00:00;2.4;2.8;1.8;52;-6.5;37.0;NW;74.03;67.6;WNW;-3.9;1.8;-4.5;-6.7;673.3;0.00;0.0;0;0.00;0;1.329;0.000;1.4;83;-1.1;1.3;0.05;2810;1;100.0;120
29/5/21;02:00;1.7;2.2;1.2;52;-7.2;32.2;NNW;64.37;61.2;NW;-4.5;1.2;-5.0;-7.4;673.3;0.00;0.0;0;0.00;0;1.389;0.000;0.7;84;-1.7;0.6;0.20;2803;1;100.0;120
29/5/21;04:00;1.2;2.1;0.3;51;-7.8;25.7;NW;51.50;54.7;NW;-4.4;0.7;-4.9;-6.7;672.9;0.00;0.0;0;0.00;0;1.426;0.000;0.1;84;-2.3;0.0;0.18;2808;1;100.0;120
29/5/21;06:00;-2.1;0.6;-3.7;60;-8.8;6.4;SW;12.87;17.7;SSW;-4.6;-2.4;-4.9;-7.4;673.5;0.00;0.0;0;0.00;0;1.704;0.000;-3.4;85;-5.6;-3.6;0.05;2808;1;100.0;120
29/5/21;08:00;-2.9;-1.4;-4.1;71;-7.4;4.8;N;9.66;17.7;WNW;-4.8;-3.1;-5.0;-7.4;674.3;0.00;0.0;0;0.00;0;1.769;0.000;-5.1;84;-7.4;-5.2;0.05;2808;1;100.0;120
29/5/21;10:00;-1.3;1.4;-3.7;59;-8.3;4.8;ENE;9.66;20.9;W;-2.9;-1.7;-3.3;-3.4;675.1;0.00;0.0;151;25.98;367;1.634;0.000;-4.2;88;-5.9;-4.3;0.13;2806;1;100.0;120
29/5/21;12:00;2.2;3.7;0.3;51;-6.9;6.4;ENE;12.87;16.1;SE;0.4;1.7;-0.2;5.2;675.1;0.00;0.0;541;93.06;677;1.343;0.000;1.3;88;-0.5;1.2;0.43;2808;1;100.0;120
29/5/21;14:00;4.4;5.6;3.4;44;-6.8;6.4;SSE;12.87;17.7;S;2.9;3.8;2.3;7.1;673.2;0.00;0.0;732;125.92;752;1.157;0.000;7.4;83;4.7;7.4;0.63;2807;1;100.0;120
29/5/21;16:00;7.0;8.3;5.6;32;-8.6;11.3;NW;22.53;43.5;WNW;4.8;6.1;3.9;6.6;671.9;0.00;0.0;573;98.57;754;0.944;0.000;10.3;80;7.0;10.3;0.61;2806;1;100.0;120
29/5/21;18:00;7.8;8.8;6.1;45;-3.4;25.7;NW;51.50;41.8;NW;3.5;7.1;2.8;3.0;672.2;0.00;0.0;356;61.24;649;0.880;0.000;9.8;71;4.8;9.6;0.66;2807;1;100.0;120
29/5/21;20:00;4.6;6.1;3.7;53;-4.2;25.7;NW;51.50;41.8;WNW;-0.2;4.0;-0.7;-3.4;673.2;0.00;0.0;12;2.06;114;1.148;0.000;4.6;69;-0.6;4.2;0.23;2806;1;100.0;120
29/5/21;22:00;3.1;3.7;2.0;53;-5.6;20.9;NW;41.84;38.6;NW;-1.4;2.6;-1.9;-5.1;673.8;0.00;0.0;0;0.00;0;1.269;0.000;2.1;68;-3.2;1.8;0.15;2808;1;100.0;120
30/5/21;00:00;1.9;2.4;1.4;53;-6.7;17.7;NNW;35.41;40.2;NW;-2.5;1.4;-3.0;-6.4;673.9;0.00;0.0;0;0.00;0;1.370;0.000;0.5;68;-4.7;0.2;0.13;2810;1;100.0;120
30/5/21;02:00;1.6;2.3;0.7;56;-6.3;16.1;NNW;32.19;35.4;NNW;-2.7;1.1;-3.1;-6.6;674.7;0.00;0.0;0;0.00;0;1.398;0.000;0.2;66;-5.4;-0.1;0.13;2803;1;100.0;120
30/5/21;04:00;-0.6;0.9;-2.2;65;-6.3;4.8;NW;9.66;14.5;NNW;-2.1;-0.9;-2.4;-4.8;674.1;0.00;0.0;0;0.00;0;1.574;0.000;-2.4;68;-7.5;-2.7;0.05;2806;1;100.0;120
30/5/21;06:00;-1.5;-0.7;-2.3;66;-7.0;4.8;NW;9.66;16.1;NW;-3.2;-1.8;-3.5;-5.9;674.0;0.00;0.0;0;0.00;0;1.653;0.000;-4.1;68;-9.1;-4.3;0.05;2808;1;100.0;120
30/5/21;08:00;-2.9;-2.2;-3.4;62;-9.2;9.7;WNW;19.31;17.7;NW;-6.7;-3.3;-7.1;-9.5;674.9;0.00;0.0;0;0.00;0;1.773;0.000;-4.6;69;-9.4;-4.8;0.05;2808;1;100.0;120
30/5/21;10:00;-1.6;1.8;-3.8;53;-9.9;3.2;NNE;6.44;11.3;NE;-2.3;-1.9;-2.7;-2.8;676.5;0.00;0.0;150;25.80;367;1.657;0.000;-4.5;69;-9.3;-4.7;0.13;2808;1;100.0;120
30/5/21;12:00;3.6;4.6;1.8;43;-7.8;4.8;E;9.66;17.7;E;2.6;2.9;1.9;7.3;676.3;0.00;0.0;541;93.06;679;1.227;0.000;1.8;62;-4.7;1.4;0.46;2809;1;100.0;120
30/5/21;14:00;6.2;7.9;4.6;30;-10.1;8.0;E;16.09;17.7;ESE;4.6;5.3;3.6;8.3;674.3;0.00;0.0;733;126.09;754;1.009;0.000;8.6;55;0.1;8.1;0.69;2807;1;100.0;120
30/5/21;16:00;9.4;9.9;7.9;23;-10.7;29.0;NW;57.94;56.3;NNW;5.1;8.2;3.9;6.5;672.8;0.00;0.0;667;114.74;742;0.745;0.000;11.8;38;-2.1;10.6;1.04;2808;1;100.0;120
30/5/21;18:00;9.2;9.9;8.0;28;-8.4;35.4;NW;70.81;49.9;NW;4.3;8.1;3.2;3.3;673.3;0.00;0.0;352;60.55;545;0.764;0.000;10.8;33;-4.8;9.7;0.84;2810;1;100.0;120
30/5/21;20:00;6.3;8.0;4.6;34;-8.4;22.5;NW;45.06;46.7;NW;2.2;5.4;1.3;-1.7;674.9;0.00;0.0;12;2.06;109;1.000;0.000;6.1;38;-7.2;5.2;0.30;2809;1;100.0;120
30/5/21;22:00;4.1;4.6;3.4;35;-10.0;24.1;NW;48.28;38.6;NW;-0.5;3.3;-1.3;-4.3;676.2;0.00;0.0;0;0.00;0;1.185;0.000;2.9;39;-9.7;2.3;0.25;2810;1;100.0;120
31/5/21;00:00;2.6;3.5;2.0;37;-10.6;22.5;NW;45.06;38.6;NW;-2.3;1.9;-3.0;-6.2;676.6;0.00;0.0;0;0.00;0;1.310;0.000;1.5;40;-10.7;0.9;0.23;2805;1;100.0;120
31/5/21;02:00;1.5;2.9;-0.4;43;-9.7;9.7;NW;19.31;25.7;NW;-1.4;0.9;-2.0;-6.1;677.1;0.00;0.0;0;0.00;0;1.403;0.000;-0.1;42;-11.5;-0.7;0.13;2806;1;100.0;120
31/5/21;04:00;-0.5;0.1;-1.1;44;-11.3;14.5;WNW;28.97;22.5;WNW;-4.9;-1.0;-5.4;-7.7;676.8;0.00;0.0;0;0.00;0;1.569;0.000;-1.9;43;-12.8;-2.4;0.13;2806;1;100.0;120
31/5/21;06:00;-2.6;-0.7;-4.3;53;-10.9;4.8;NNW;9.66;16.1;W;-4.4;-3.0;-4.8;-7.3;677.2;0.00;0.0;0;0.00;0;1.745;0.000;-4.3;46;-14.2;-4.7;0.08;2808;1;100.0;120
31/5/21;08:00;-4.3;-3.3;-5.0;56;-11.8;8.0;NNW;16.09;16.1;NW;-7.8;-4.7;-8.2;-10.7;678.2;0.00;0.0;0;0.00;0;1.889;0.000;-6.3;47;-15.8;-6.7;0.05;2809;1;100.0;120
31/5/21;10:00;-2.8;0.4;-5.9;44;-13.4;3.2;ENE;6.44;12.9;NNW;-3.6;-3.2;-4.1;-4.2;679.7;0.00;0.0;150;25.80;369;1.759;0.000;-5.9;47;-15.4;-6.2;0.15;2808;1;100.0;120
31/5/21;12:00;1.2;3.8;-0.4;34;-13.0;6.4;S;12.87;11.3;SSE;-0.8;0.5;-1.5;3.7;679.6;0.00;0.0;540;92.89;675;1.431;0.000;0.1;43;-11.0;-0.4;0.51;2806;1;100.0;120
31/5/21;14:00;5.2;6.4;3.8;29;-11.5;6.4;SE;12.87;16.1;SE;3.8;4.3;2.9;7.6;677.6;0.00;0.0;732;125.92;754;1.097;0.000;8.0;38;-5.5;7.1;0.79;2810;1;100.0;120
31/5/21;16:00;7.7;9.3;6.3;24;-11.6;8.0;ESE;16.09;19.3;SE;6.3;6.7;5.3;9.1;675.7;0.00;0.0;664;114.22;740;0.884;0.000;11.1;34;-4.2;9.9;0.71;2807;1;100.0;120
31/5/21;18:00;10.9;12.2;9.2;16;-14.0;16.1;NW;32.19;30.6;NNW;8.5;9.3;6.8;6.8;674.8;0.00;0.0;353;60.72;543;0.616;0.000;13.0;29;-4.6;11.3;0.61;2808;1;100.0;120
31/5/21;20:00;8.4;11.1;6.2;20;-13.3;22.5;NW;45.06;35.4;NW;4.6;7.2;3.4;0.3;675.6;0.00;0.0;13;2.24;109;0.824;0.000;8.4;29;-8.6;7.4;0.38;2809;1;100.0;120
31/5/21;22:00;6.1;6.6;5.6;20;-15.3;24.1;NNW;48.28;38.6;NNW;1.7;4.9;0.6;-2.6;675.9;0.00;0.0;0;0.00;0;1.023;0.000;4.8;28;-12.2;3.9;0.36;2809;1;100.0;120
1/6/21;00:00;5.6;6.1;4.9;21;-15.1;19.3;NNW;38.62;33.8;NNW;1.7;4.5;0.7;-2.8;676.7;0.00;0.0;0;0.00;0;1.065;0.000;4.1;28;-12.9;3.2;0.28;2808;1;100.0;120
1/6/21;02:00;3.2;5.2;1.3;30;-12.7;8.0;WNW;16.09;27.4;W;1.1;2.4;0.2;-4.0;676.3;0.00;0.0;0;0.00;0;1.259;0.000;1.6;31;-13.8;0.8;0.15;2807;1;100.0;120
1/6/21;04:00;-0.2;1.6;-1.5;35;-13.9;4.8;NW;9.66;17.7;NW;-1.7;-0.8;-2.3;-4.9;676.4;0.00;0.0;0;0.00;0;1.546;0.000;-2.3;32;-16.8;-2.9;0.10;2808;1;100.0;120
