;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energía;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Rocío;In.Cal.;;Muest;Tx  ;Recep.;Int.
Date;Time;Ext.;Máx.;Mín.;Ext.;Rocío;Viento;Viento;Viento;Máx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Frío ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
27/6/21;20:00;2.2;4.0;0.7;15;-21.8;29.0;N;57.94;45.1;NNE;-3.4;1.3;-4.4;-7.3;668.8;0.00;0.0;11;1.89;98;1.343;0.000;1.9;12;-24.6;0.9;0.38;2808;1;100.0;120
27/6/21;22:00;-1.7;0.7;-3.6;17;-23.6;12.9;NW;25.75;27.4;N;-6.0;-2.4;-6.8;-10.9;671.8;0.00;0.0;0;0.00;0;1.667;0.000;-2.8;13;-27.5;-3.6;0.18;2807;1;100.0;120
28/6/21;00:00;-3.2;-1.7;-5.2;16;-25.6;16.1;NNW;32.19;51.5;NW;-8.6;-3.9;-9.3;-13.2;671.2;0.00;0.0;0;0.00;0;1.796;0.000;-5.6;14;-28.9;-6.1;0.18;2807;1;100.0;120
28/6/21;02:00;-2.4;-0.4;-4.8;11;-29.0;20.9;NW;41.84;61.2;W;-8.4;-3.2;-9.2;-12.7;673.7;0.00;0.0;0;0.00;0;1.727;0.000;-4.1;13;-28.5;-4.8;0.23;2807;1;100.0;120
28/6/21;04:00;-4.8;-3.0;-5.7;16;-26.8;6.4;NW;12.87;19.3;NW;-7.7;-5.4;-8.3;-12.9;673.3;0.00;0.0;0;0.00;0;1.926;0.000;-7.6;13;-31.3;-8.1;0.10;2808;1;100.0;120
28/6/21;06:00;-4.6;-3.7;-5.4;13;-28.9;9.7;WNW;19.31;27.4;WNW;-8.6;-5.2;-9.2;-11.9;674.1;0.00;0.0;0;0.00;0;1.907;0.000;-7.5;13;-31.3;-8.0;0.15;2806;1;100.0;120
28/6/21;08:00;-6.6;-2.0;-9.4;16;-28.3;8.0;NW;16.09;27.4;W;-10.5;-7.1;-11.0;-13.7;676.0;0.00;0.0;0;0.00;0;2.079;0.000;-8.6;13;-32.2;-9.1;0.13;2804;1;100.0;120
28/6/21;10:00;-7.0;-3.9;-9.1;15;-29.4;6.4;NW;12.87;20.9;W;-10.3;-7.5;-10.8;-11.3;678.5;0.00;0.0;127;21.85;341;2.111;0.000;-9.9;14;-32.5;-10.3;0.15;2807;1;100.0;120
28/6/21;12:00;-1.7;0.4;-4.7;12;-27.5;3.2;SSW;6.44;12.9;S;-2.4;-2.5;-3.2;2.3;678.7;0.00;0.0;515;88.59;654;1.671;0.000;-4.1;13;-28.5;-4.7;0.46;2809;1;100.0;120
28/6/21;14:00;3.0;5.2;0.2;8;-28.2;6.4;SSW;12.87;16.1;S;1.3;1.9;0.2;4.2;677.3;0.00;0.0;715;123.00;738;1.278;0.000;5.4;13;-20.9;4.3;0.71;2808;1;100.0;120
28/6/21;16:00;7.3;9.7;5.1;6;-28.0;9.7;E;19.31;24.1;NE;5.5;5.9;4.1;7.5;675.3;0.00;0.0;659;113.36;733;0.917;0.000;10.0;12;-18.2;8.6;0.76;2810;1;100.0;120
28/6/21;18:00;9.9;10.4;9.6;6;-26.1;11.3;SE;22.53;45.1;WNW;8.4;8.4;6.8;6.7;675.8;0.00;0.0;357;61.41;545;0.699;0.000;12.3;11;-17.4;10.1;0.56;2810;1;100.0;120
28/6/21;20:00;5.9;9.6;3.5;8;-25.9;25.7;NW;51.50;43.5;NW;1.4;4.7;0.2;-2.9;677.4;0.00;0.0;14;2.41;118;1.032;0.000;6.0;11;-22.3;4.8;0.41;2807;1;100.0;120
28/6/21;22:00;2.8;3.5;1.8;7;-29.7;25.7;NW;51.50;40.2;NNW;-2.3;1.7;-3.4;-6.7;678.8;0.00;0.0;0;0.00;0;1.292;0.000;1.4;10;-27.0;0.4;0.30;2808;1;100.0;120
29/6/21;00:00;-0.9;2.0;-3.1;9;-30.0;9.7;NW;19.31;20.9;WNW;-4.3;-1.8;-5.2;-9.7;679.6;0.00;0.0;0;0.00;0;1.606;0.000;-2.7;10;-30.2;-3.4;0.15;2806;1;100.0;120
29/6/21;02:00;-2.6;-1.8;-3.3;10;-30.1;12.9;WNW;25.75;25.7;NW;-7.2;-3.3;-7.9;-12.2;680.7;0.00;0.0;0;0.00;0;1.745;0.000;-4.9;10;-32.0;-5.6;0.13;2805;1;100.0;120
29/6/21;04:00;-5.3;-3.2;-6.1;11;-31.2;6.4;NNW;12.87;17.7;WNW;-8.3;-5.9;-8.9;-13.5;681.3;0.00;0.0;0;0.00;0;1.968;0.000;-7.7;10;-34.1;-8.2;0.10;2808;1;100.0;120
29/6/21;06:00;-6.7;-4.8;-7.7;12;-31.4;9.7;NNW;19.31;19.3;WNW;-11.2;-7.2;-11.7;-14.6;681.8;0.00;0.0;0;0.00;0;2.083;0.000;-8.9;11;-34.2;-9.4;0.10;2805;1;100.0;120
29/6/21;08:00;-8.6;-7.2;-9.7;14;-31.4;8.0;NNW;16.09;14.5;NNW;-12.8;-9.0;-13.2;-16.1;683.2;0.00;0.0;0;0.00;0;2.241;0.000;-10.8;11;-35.6;-11.2;0.10;2805;1;100.0;120
29/6/21;10:00;-6.8;-4.1;-9.4;12;-31.6;6.4;N;12.87;14.5;N;-10.1;-7.4;-10.6;-11.3;684.8;0.00;0.0;125;21.50;339;2.097;0.000;-10.0;11;-35.0;-10.4;0.15;2805;1;100.0;120
29/6/21;12:00;-1.5;0.5;-5.0;8;-31.6;4.8;S;9.66;12.9;S;-3.2;-2.3;-4.0;1.5;685.2;0.00;0.0;514;88.42;654;1.653;0.000;-3.8;11;-30.1;-4.5;0.46;2810;1;100.0;120
29/6/21;14:00;2.6;4.4;0.5;7;-30.0;8.0;SSE;16.09;16.1;S;0.3;1.5;-0.8;3.3;683.2;0.00;0.0;715;123.00;742;1.315;0.000;4.8;11;-23.3;3.7;0.71;2809;1;100.0;120
29/6/21;16:00;5.7;6.7;4.4;6;-29.3;6.4;SSE;12.87;16.1;S;4.3;4.4;3.1;6.5;681.1;0.00;0.0;659;113.36;733;1.056;0.000;9.0;11;-20.0;7.6;0.74;2809;1;100.0;120
29/6/21;18:00;7.1;7.2;6.7;6;-28.2;6.4;S;12.87;12.9;SSW;5.9;5.7;4.6;4.4;680.2;0.00;0.0;359;61.76;545;0.940;0.000;10.6;10;-19.8;8.9;0.46;2808;1;100.0;120
29/6/21;20:00;3.8;6.8;0.9;8;-27.6;4.8;SW;9.66;12.9;WNW;2.8;2.7;1.7;-2.7;680.4;0.00;0.0;15;2.58;120;1.213;0.000;3.3;12;-23.5;2.3;0.10;2808;1;100.0;120
29/6/21;22:00;-0.9;0.9;-2.1;10;-28.8;9.7;NNW;19.31;14.5;NW;-4.3;-1.8;-5.2;-9.7;681.2;0.00;0.0;0;0.00;0;1.606;0.000;-2.9;11;-29.4;-3.7;0.15;2800;1;100.0;120
30/6/21;00:00;-2.8;-1.6;-3.8;11;-29.3;9.7;NNW;19.31;14.5;NNW;-6.6;-3.6;-7.3;-11.8;682.4;0.00;0.0;0;0.00;0;1.764;0.000;-4.9;11;-31.0;-5.6;0.13;2807;1;100.0;120
30/6/21;02:00;-4.2;-3.0;-5.3;12;-29.5;9.7;NNW;19.31;16.1;N;-8.2;-4.9;-8.9;-13.4;682.6;0.00;0.0;0;0.00;0;1.880;0.000;-6.4;11;-32.2;-7.0;0.10;2803;1;100.0;120
30/6/21;04:00;-4.7;-3.5;-6.1;13;-29.0;9.7;NNW;19.31;16.1;NNW;-8.8;-5.3;-9.4;-14.0;682.0;0.00;0.0;0;0.00;0;1.921;0.000;-7.1;11;-32.7;-7.6;0.10;2806;1;100.0;120
30/6/21;06:00;-6.6;-5.2;-7.8;15;-29.0;8.0;NNW;16.09;14.5;NW;-10.4;-7.1;-10.9;-13.7;682.0;0.00;0.0;0;0.00;0;2.074;0.000;-8.7;11;-33.9;-9.2;0.10;2806;1;100.0;120
30/6/21;08:00;-8.2;-7.6;-9.0;15;-30.4;9.7;N;19.31;16.1;N;-13.0;-8.7;-13.4;-16.2;682.4;0.00;0.0;0;0.00;0;2.213;0.000;-10.4;12;-34.4;-10.8;0.10;2808;1;100.0;120
30/6/21;10:00;-5.9;-3.2;-9.1;13;-30.0;3.2;NNW;6.44;12.9;NNW;-7.1;-6.4;-7.6;-8.2;684.1;0.00;0.0;127;21.85;338;2.019;0.000;-9.7;12;-33.8;-10.1;0.13;2809;1;100.0;120
30/6/21;12:00;-1.2;1.2;-3.8;9;-30.1;3.2;SE;6.44;9.7;SSW;-1.8;-2.0;-2.7;3.0;683.9;0.00;0.0;521;89.62;654;1.625;0.000;-3.3;12;-28.8;-4.1;0.46;2809;1;100.0;120
30/6/21;14:00;3.1;5.1;1.2;7;-29.6;8.0;SSW;16.09;16.1;SSW;0.8;1.9;-0.3;3.8;682.1;0.00;0.0;716;123.17;740;1.273;0.000;5.6;11;-22.6;4.4;0.76;2810;1;100.0;120
30/6/21;16:00;6.8;8.3;5.1;6;-28.5;6.4;S;12.87;14.5;SSW;5.6;5.4;4.3;7.7;679.7;0.00;0.0;660;113.53;731;0.963;0.000;10.3;11;-18.9;8.8;0.74;2810;1;100.0;120
30/6/21;18:00;8.7;9.1;8.2;6;-27.0;4.8;SSW;9.66;11.3;SSW;8.4;7.2;6.9;6.7;678.5;0.00;0.0;360;61.93;545;0.801;0.000;12.5;10;-18.4;10.3;0.46;2809;1;100.0;120
30/6/21;20:00;5.4;8.7;2.3;8;-26.3;4.8;SW;9.66;14.5;NW;4.7;4.2;3.4;-0.9;678.7;0.00;0.0;15;2.58;121;1.074;0.000;4.9;12;-22.2;3.7;0.10;2806;1;100.0;120
30/6/21;22:00;1.2;2.4;-1.1;9;-28.3;9.7;N;19.31;17.7;NNW;-1.8;0.2;-2.8;-7.3;679.5;0.00;0.0;0;0.00;0;1.431;0.000;-1.1;11;-27.9;-1.9;0.15;2806;1;100.0;120
1/7/21;00:00;-1.3;0.7;-2.8;9;-30.2;8.0;N;16.09;16.1;N;-4.2;-2.1;-5.1;-9.7;679.7;0.00;0.0;0;0.00;0;1.634;0.000;-3.6;11;-29.9;-4.3;0.13;2808;1;100.0;120
1/7/21;02:00;-2.9;-1.4;-4.1;9;-31.5;11.3;NNW;22.53;20.9;WNW;-7.2;-3.7;-7.9;-12.4;680.1;0.00;0.0;0;0.00;0;1.773;0.000;-5.4;11;-31.3;-6.0;0.15;2805;1;100.0;120
1/7/21;04:00;-3.3;-1.9;-4.7;12;-28.8;9.7;N;19.31;22.5;WNW;-7.2;-4.1;-7.9;-12.4;679.7;0.00;0.0;0;0.00;0;1.806;0.000;-5.3;11;-31.3;-5.9;0.13;2807;1;100.0;120
1/7/21;06:00;-5.1;-3.7;-6.1;12;-30.2;9.7;NNW;19.31;16.1;NNW;-9.3;-5.7;-9.9;-12.6;679.8;0.00;0.0;0;0.00;0;1.954;0.000;-7.3;11;-32.8;-7.8;0.10;2804;1;100.0;120
1/7/21;08:00;-6.6;-5.3;-8.2;14;-29.7;8.0;NNW;16.09;16.1;N;-10.4;-7.1;-10.9;-13.7;680.9;0.00;0.0;0;0.00;0;2.074;0.000;-8.7;11;-33.9;-9.2;0.08;2804;1;100.0;120
1/7/21;10:00;-5.0;0.3;-7.6;10;-32.0;6.4;N;12.87;14.5;N;-7.9;-5.6;-8.6;-9.2;681.5;0.00;0.0;123;21.16;341;1.944;0.000;-8.3;12;-32.8;-8.8;0.15;2806;1;100.0;120
1/7/21;12:00;0.2;2.7;-1.8;8;-30.3;3.2;SSW;6.44;9.7;SSW;-0.3;-0.7;-1.3;4.3;682.1;0.00;0.0;516;88.76;656;1.509;0.000;-1.5;11;-28.3;-2.3;0.48;2808;1;100.0;120
1/7/21;14:00;5.3;7.6;2.8;6;-29.5;6.4;S;12.87;16.1;S;4.0;4.1;2.7;6.8;679.6;0.00;0.0;717;123.34;740;1.083;0.000;7.8;11;-20.9;6.5;0.79;2808;1;100.0;120
1/7/21;16:00;9.1;10.8;7.4;6;-26.7;6.4;S;12.87;16.1;S;8.3;7.6;6.8;10.3;677.0;0.00;0.0;667;114.74;735;0.769;0.000;12.4;10;-18.4;10.2;0.79;2809;1;100.0;120
1/7/21;18:00;12.0;14.6;10.7;5;-26.6;12.9;SSW;25.75;54.7;WNW;10.4;9.8;8.2;7.9;676.0;0.00;0.0;347;59.69;559;0.528;0.000;14.6;9;-18.0;11.8;0.63;2807;1;100.0;120
1/7/21;20:00;10.8;13.9;8.9;7;-23.7;27.4;NW;54.72;46.7;NW;6.8;9.0;5.0;2.1;677.0;0.00;0.0;19;3.27;132;0.625;0.000;10.6;9;-21.1;8.9;0.56;2806;1;100.0;120
1/7/21;22:00;7.6;9.2;4.8;10;-22.2;17.7;NE;35.41;43.5;NNW;4.3;6.3;3.0;-0.7;678.4;0.00;0.0;0;0.00;0;0.894;0.000;6.2;9;-24.4;4.9;0.28;2807;1;100.0;120
2/7/21;00:00;5.1;6.3;3.4;12;-22.0;8.0;NNE;16.09;22.5;NW;3.2;3.9;2.1;-2.4;678.0;0.00;0.0;0;0.00;0;1.102;0.000;2.6;10;-26.1;1.5;0.15;2807;1;100.0;120
2/7/21;02:00;2.0;3.7;1.2;15;-22.0;6.4;NW;12.87;17.7;NW;0.1;1.1;-0.8;-5.3;678.4;0.00;0.0;0;0.00;0;1.361;0.000;-0.4;10;-28.4;-1.3;0.10;2805;1;100.0;120
2/7/21;04:00;-1.2;1.3;-3.2;18;-22.5;9.7;NNE;19.31;17.7;NNE;-4.6;-1.9;-5.3;-9.8;678.0;0.00;0.0;0;0.00;0;1.625;0.000;-3.3;11;-29.7;-4.0;0.10;2808;1;100.0;120
2/7/21;06:00;-2.0;-1.4;-2.5;18;-23.2;9.7;N;19.31;16.1;N;-5.6;-2.7;-6.3;-9.0;677.6;0.00;0.0;0;0.00;0;1.694;0.000;-4.2;11;-30.4;-4.9;0.10;2807;1;100.0;120
2/7/21;08:00;-2.3;-1.2;-3.2;17;-24.1;8.0;NNW;16.09;16.1;NNW;-5.5;-3.1;-6.2;-8.9;678.0;0.00;0.0;0;0.00;0;1.722;0.000;-4.8;12;-29.9;-5.4;0.10;2805;1;100.0;120
2/7/21;10:00;-1.7;2.0;-3.4;16;-24.3;4.8;ENE;9.66;17.7;WNW;-3.4;-2.5;-4.2;-4.8;678.7;0.00;0.0;126;21.67;339;1.671;0.000;-4.7;13;-29.0;-5.3;0.18;2805;1;100.0;120
2/7/21;12:00;3.7;5.1;1.9;13;-22.2;6.4;E;12.87;12.9;S;2.1;2.7;1.1;6.8;678.9;0.00;0.0;514;88.42;652;1.218;0.000;1.7;12;-24.7;0.7;0.56;2810;1;100.0;120
2/7/21;14:00;7.7;9.9;5.1;10;-22.1;11.3;S;22.53;20.9;S;5.7;6.3;4.3;8.4;676.5;0.00;0.0;715;123.00;740;0.889;0.000;9.6;11;-19.6;8.1;0.84;2809;1;100.0;120
2/7/21;16:00;10.9;12.2;9.9;9;-20.8;8.0;S;16.09;20.9;S;10.1;9.2;8.3;11.7;674.3;0.00;0.0;639;109.92;733;0.616;0.000;13.8;11;-16.3;11.3;0.76;2806;1;100.0;120
2/7/21;18:00;14.3;16.5;12.2;6;-22.9;14.5;NW;28.97;49.9;NNW;12.7;11.5;9.9;10.0;672.7;0.00;0.0;375;64.51;596;0.338;0.000;16.9;9;-16.3;13.8;0.74;2809;1;100.0;120
2/7/21;20:00;12.4;15.5;9.6;9;-19.7;24.1;NW;48.28;43.5;NW;9.0;10.2;6.8;3.8;673.8;0.00;0.0;25;4.30;146;0.491;0.000;12.4;9;-19.7;10.2;0.53;2807;1;100.0;120
2/7/21;22:00;9.0;10.2;8.2;9;-22.3;17.7;NNW;35.41;35.4;NNW;5.9;7.6;4.5;0.8;674.3;0.00;0.0;0;0.00;0;0.778;0.000;7.4;10;-22.3;6.1;0.36;2810;1;100.0;120
3/7/21;00:00;6.0;8.7;3.6;12;-21.3;8.0;NNW;16.09;20.9;NW;4.3;4.8;3.1;-1.3;675.1;0.00;0.0;0;0.00;0;1.028;0.000;4.0;10;-25.0;2.9;0.20;2806;1;100.0;120
3/7/21;02:00;4.0;5.8;2.5;13;-22.0;8.0;NW;16.09;22.5;WNW;1.9;2.9;0.8;-3.6;675.3;0.00;0.0;0;0.00;0;1.194;0.000;1.7;10;-26.8;0.7;0.18;2804;1;100.0;120
3/7/21;04:00;1.5;2.8;-0.7;16;-21.7;6.4;N;12.87;16.1;NW;-0.4;0.6;-1.4;-5.8;674.9;0.00;0.0;0;0.00;0;1.403;0.000;-0.9;11;-27.8;-1.7;0.15;2810;1;100.0;120
3/7/21;06:00;-0.2;1.2;-2.1;17;-22.4;6.4;NNW;12.87;16.1;NNW;-2.4;-1.1;-3.3;-5.9;674.7;0.00;0.0;0;0.00;0;1.546;0.000;-2.9;11;-29.4;-3.7;0.13;2808;1;100.0;120
3/7/21;08:00;-1.3;-0.1;-2.8;15;-24.7;6.4;NNW;12.87;16.1;NNW;-3.7;-2.1;-4.5;-7.2;675.6;0.00;0.0;0;0.00;0;1.639;0.000;-4.2;11;-30.4;-4.8;0.13;2809;1;100.0;120
3/7/21;10:00;-1.2;2.2;-3.4;15;-24.6;6.4;N;12.87;16.1;NNE;-3.6;-2.0;-4.4;-4.9;676.7;0.00;0.0;126;21.67;339;1.630;0.000;-4.0;12;-29.3;-4.7;0.15;2808;1;100.0;120
3/7/21;12:00;4.3;5.9;2.2;11;-23.6;3.2;SSW;6.44;9.7;SSW;4.2;3.2;3.0;8.8;676.5;0.00;0.0;514;88.42;654;1.167;0.000;2.1;11;-25.4;1.1;0.48;2806;1;100.0;120
3/7/21;14:00;8.4;10.6;5.9;8;-24.0;11.3;S;22.53;19.3;S;6.6;7.0;5.1;9.1;674.0;0.00;0.0;716;123.17;742;0.824;0.000;10.3;11;-19.0;8.7;0.84;2808;1;100.0;120
3/7/21;16:00;12.2;14.9;10.5;5;-26.5;8.0;SSW;16.09;43.5;W;11.6;9.9;9.3;12.8;671.5;0.00;0.0;662;113.88;737;0.509;0.000;15.2;10;-16.3;12.3;0.81;2808;1;100.0;120
3/7/21;18:00;16.1;17.2;14.6;6;-21.6;33.8;NNW;67.59;54.7;NNW;12.3;13.0;9.2;9.3;670.9;0.00;0.0;382;65.71;584;0.185;0.000;17.6;7;-18.7;14.3;1.19;2809;1;100.0;120
3/7/21;20:00;11.9;14.6;9.6;10;-18.8;22.5;NW;45.06;61.2;WNW;8.6;9.9;6.6;3.5;672.8;0.00;0.0;29;4.99;183;0.532;0.000;11.8;8;-21.5;9.7;0.51;2810;1;100.0;120
3/7/21;22:00;8.3;10.0;5.9;9;-22.8;16.1;NNW;32.19;32.2;N;5.4;6.9;4.1;0.2;674.2;0.00;0.0;0;0.00;0;0.833;0.000;6.8;9;-24.0;5.6;0.30;2807;1;100.0;120
4/7/21;00:00;7.9;9.3;6.3;12;-19.8;19.3;NW;38.62;43.5;NW;4.4;6.6;3.1;-0.6;674.8;0.00;0.0;0;0.00;0;0.870;0.000;5.8;9;-24.8;4.5;0.36;2807;1;100.0;120
4/7/21;02:00;6.2;7.2;5.7;12;-21.2;22.5;NNW;45.06;40.2;NW;2.1;4.9;0.8;-2.6;674.8;0.00;0.0;0;0.00;0;1.014;0.000;4.5;10;-24.6;3.3;0.36;2806;1;100.0;120
4/7/21;04:00;5.6;6.5;4.4;14;-19.9;17.7;NW;35.41;33.8;NNW;1.9;4.4;0.8;-2.9;673.6;0.00;0.0;0;0.00;0;1.065;0.000;3.7;10;-25.2;2.6;0.30;2810;1;100.0;120
4/7/21;06:00;2.7;5.7;0.5;19;-18.7;9.7;NW;19.31;30.6;WNW;0.1;1.8;-0.9;-3.5;673.1;0.00;0.0;0;0.00;0;1.301;0.000;1.3;11;-26.1;0.3;0.18;2810;1;100.0;120
4/7/21;08:00;-0.6;1.3;-2.8;20;-20.9;4.8;NNW;9.66;20.9;WNW;-2.2;-1.4;-2.9;-5.6;674.3;0.00;0.0;0;0.00;0;1.579;0.000;-3.1;12;-28.6;-3.8;0.08;2808;1;100.0;120
4/7/21;10:00;0.8;3.4;-0.7;17;-21.5;6.4;NNE;12.87;22.5;WNW;-1.2;-0.1;-2.1;-2.7;675.6;0.00;0.0;121;20.81;341;1.458;0.000;-2.1;12;-27.8;-2.8;0.15;2807;1;100.0;120
4/7/21;12:00;7.3;9.3;3.4;12;-20.3;4.8;E;9.66;12.9;ENE;6.7;6.0;5.4;11.2;675.2;0.00;0.0;514;88.42;654;0.921;0.000;4.4;11;-23.6;3.3;0.53;2806;1;100.0;120
4/7/21;14:00;10.6;12.1;8.8;11;-18.8;11.3;E;22.53;22.5;SE;9.1;8.9;7.4;11.6;672.4;0.00;0.0;719;123.68;751;0.648;0.000;12.5;11;-17.2;10.3;0.89;2806;1;100.0;120
4/7/21;16:00;12.7;14.0;11.8;9;-19.4;12.9;ESE;25.75;27.4;ESE;11.3;10.4;9.1;12.3;669.7;0.00;0.0;655;112.67;733;0.468;0.000;15.1;10;-16.4;12.3;0.94;2805;1;100.0;120
4/7/21;18:00;14.9;16.2;13.3;9;-17.7;29.0;NNW;57.94;53.1;NW;11.3;12.1;8.5;8.5;669.6;0.00;0.0;360;61.93;563;0.282;0.000;16.4;8;-18.0;13.3;1.02;2810;1;100.0;120
4/7/21;20:00;10.7;13.3;9.2;12;-17.6;32.2;NW;64.37;57.9;NW;6.3;9.1;4.6;2.0;670.3;0.00;0.0;18;3.10;127;0.634;0.000;10.7;10;-19.8;9.0;0.63;2810;1;100.0;120
4/7/21;22:00;8.2;9.4;6.8;13;-18.6;29.0;NW;57.94;59.5;NNW;3.7;6.9;2.4;-0.6;672.5;0.00;0.0;0;0.00;0;0.843;0.000;7.2;10;-22.5;5.8;0.48;2808;1;100.0;120
5/7/21;00:00;4.8;7.4;1.7;16;-18.9;12.9;NW;25.75;30.6;NNW;1.9;3.7;0.8;-3.3;672.8;0.00;0.0;0;0.00;0;1.125;0.000;3.6;11;-24.2;2.6;0.25;2808;1;100.0;120
5/7/21;02:00;1.5;2.9;0.2;16;-21.7;8.0;NNW;16.09;19.3;W;-1.0;0.6;-1.9;-6.4;673.5;0.00;0.0;0;0.00;0;1.403;0.000;-0.7;11;-27.6;-1.6;0.15;2806;1;100.0;120
5/7/21;04:00;0.2;1.2;-0.7;19;-20.8;4.8;NNW;9.66;14.5;NW;-1.3;-0.7;-2.1;-6.5;674.0;0.00;0.0;0;0.00;0;1.514;0.000;-2.7;12;-28.3;-3.4;0.10;2808;1;100.0;120
5/7/21;06:00;-0.9;1.3;-3.4;21;-20.5;6.4;NW;12.87;14.5;NNW;-3.2;-1.6;-3.9;-6.6;674.4;0.00;0.0;0;0.00;0;1.602;0.000;-3.4;12;-28.8;-4.1;0.10;2806;1;100.0;120
5/7/21;08:00;-3.6;-1.4;-4.8;20;-23.3;9.7;NNW;19.31;17.7;NW;-7.4;-4.2;-8.1;-10.7;675.3;0.00;0.0;0;0.00;0;1.824;0.000;-5.7;13;-29.8;-6.3;0.10;2807;1;100.0;120
5/7/21;10:00;-1.6;0.2;-2.6;21;-21.1;4.8;N;9.66;12.9;NW;-3.3;-2.3;-4.1;-4.6;676.8;0.00;0.0;125;21.50;338;1.662;0.000;-4.5;13;-28.9;-5.1;0.13;2807;1;100.0;120
5/7/21;12:00;3.9;5.8;0.2;15;-20.5;3.2;E;6.44;11.3;SSW;3.7;2.8;2.7;8.5;676.8;0.00;0.0;515;88.59;656;1.204;0.000;1.2;12;-25.2;0.2;0.46;2808;1;100.0;120
5/7/21;14:00;7.9;9.2;5.8;11;-20.8;6.4;S;12.87;14.5;S;7.0;6.6;5.7;9.9;674.6;0.00;0.0;719;123.68;747;0.866;0.000;10.7;12;-17.7;9.0;0.76;2810;1;100.0;120
5/7/21;16:00;10.9;12.0;9.2;9;-20.8;6.4;SSE;12.87;16.1;SE;10.4;9.1;8.6;12.2;672.4;0.00;0.0;665;114.39;735;0.620;0.000;14.6;11;-15.6;11.9;0.76;2809;1;100.0;120
5/7/21;18:00;12.8;14.2;11.8;8;-20.8;9.7;SSE;19.31;41.8;NW;12.0;10.4;9.7;9.7;671.8;0.00;0.0;363;62.44;548;0.463;0.000;16.0;10;-15.7;13.1;0.56;2810;1;100.0;120
5/7/21;20:00;11.0;14.1;8.9;11;-18.4;32.2;NNW;64.37;59.5;NW;6.6;9.2;4.8;2.1;672.1;0.00;0.0;17;2.92;130;0.611;0.000;11.0;10;-19.5;9.2;0.66;2809;1;100.0;120
5/7/21;22:00;8.1;9.3;7.0;14;-17.9;37.0;NW;74.03;59.5;NW;2.9;6.8;1.6;-0.9;673.7;0.00;0.0;0;0.00;0;0.856;0.000;7.1;11;-21.5;5.8;0.08;2807;1;100.0;120
6/7/21;00:00;6.3;7.1;5.6;15;-18.5;16.1;NNW;32.19;40.2;NNW;3.1;5.2;1.9;-1.9;675.1;0.00;0.0;0;0.00;0;1.000;0.000;4.8;11;-23.3;3.6;0.28;2807;1;100.0;120
6/7/21;02:00;3.7;5.5;2.1;16;-19.9;12.9;NW;25.75;29.0;NW;0.6;2.7;-0.5;-4.7;674.3;0.00;0.0;0;0.00;0;1.218;0.000;2.1;12;-24.4;1.1;0.23;2755;1;100.0;120
6/7/21;04:00;1.9;2.8;0.7;18;-20.0;11.3;NNE;22.53;22.5;ENE;-1.3;1.0;-2.2;-6.6;673.1;0.00;0.0;0;0.00;0;1.370;0.000;0.1;12;-26.1;-0.8;0.18;2809;1;100.0;120
6/7/21;06:00;1.4;2.6;-0.2;19;-19.7;6.4;NNE;12.87;20.9;WNW;-0.5;0.6;-1.4;-4.1;672.7;0.00;0.0;0;0.00;0;1.407;0.000;-1.2;13;-26.2;-2.0;0.15;2808;1;100.0;120
6/7/21;08:00;1.4;3.7;0.0;20;-19.2;14.5;NNW;28.97;33.8;NW;-2.6;0.6;-3.4;-5.8;672.6;0.00;0.0;0;0.00;0;1.412;0.000;-0.9;13;-25.9;-1.7;0.20;2809;1;100.0;120
6/7/21;10:00;0.6;3.1;-1.0;19;-20.4;6.4;NE;12.87;17.7;NNE;-1.5;-0.2;-2.3;-2.8;673.2;0.00;0.0;126;21.67;336;1.477;0.000;-1.6;14;-25.7;-2.4;0.18;2807;1;100.0;120
6/7/21;12:00;4.9;11.3;2.2;13;-21.3;9.7;S;19.31;41.8;WNW;2.7;3.8;1.6;7.3;672.5;0.00;0.0;512;88.08;654;1.116;0.000;2.9;13;-22.9;1.9;0.56;2808;1;100.0;120
6/7/21;14:00;12.5;13.3;11.2;11;-17.2;35.4;NW;70.81;59.5;NW;8.1;10.3;5.9;8.6;669.5;0.00;0.0;720;123.86;749;0.486;0.000;12.7;10;-18.2;10.4;0.66;2809;1;100.0;120
6/7/21;16:00;12.9;13.5;12.2;11;-16.9;43.5;NW;86.90;70.8;WNW;8.1;10.7;5.8;7.8;668.7;0.00;0.0;665;114.39;738;0.449;0.000;14.6;9;-18.0;11.8;0.05;2809;1;100.0;120
6/7/21;18:00;11.5;12.4;10.2;13;-16.0;33.8;NW;67.59;62.8;WNW;7.1;9.6;5.2;5.2;670.0;0.00;0.0;365;62.79;547;0.569;0.000;13.2;9;-19.1;10.7;0.99;2810;1;100.0;120
6/7/21;20:00;8.1;10.2;6.5;16;-16.3;35.4;NW;70.81;56.3;NW;3.0;6.8;1.7;-0.8;671.0;0.00;0.0;17;2.92;132;0.856;0.000;8.1;11;-20.7;6.8;0.61;2809;1;100.0;120
