T�tulo de trazado: E2,,,,
N.�,Fecha Tiempo, GMT-03:00,Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr),Velocidad de R�fagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr),Direcci�n del viento, � (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)
477,12/14/21 04:01:32 PM,28.872,34.848,150.2
478,12/14/21 04:02:32 PM,28.872,36.072,154.4
479,12/14/21 04:03:32 PM,40.860,49.284,162.9
480,12/14/21 04:04:32 PM,31.248,39.672,155.8
481,12/14/21 04:05:32 PM,20.448,31.248,157.2
482,12/14/21 04:06:32 PM,20.448,25.236,162.9
483,12/14/21 04:07:32 PM,22.860,33.660,141.8
484,12/14/21 04:08:32 PM,22.860,30.060,167.1
485,12/14/21 04:09:32 PM,26.460,33.660,165.7
486,12/14/21 04:10:32 PM,27.648,37.260,175.5
487,12/14/21 04:11:32 PM,30.060,42.084,169.9
488,12/14/21 04:12:32 PM,24.048,28.872,176.9
489,12/14/21 04:13:32 PM,20.448,27.648,185.3
490,12/14/21 04:14:32 PM,30.060,42.084,172.7
491,12/14/21 04:15:32 PM,25.236,31.248,185.3
492,12/14/21 04:16:32 PM,26.460,34.848,202.2
493,12/14/21 04:17:32 PM,36.072,63.720,192.3
494,12/14/21 04:18:32 PM,30.060,38.484,217.6
495,12/14/21 04:19:32 PM,27.648,32.472,219.0
496,12/14/21 04:20:32 PM,32.472,37.260,206.4
497,12/14/21 04:21:32 PM,38.484,51.696,231.6
498,12/14/21 04:22:32 PM,38.484,51.696,202.2
499,12/14/21 04:23:32 PM,28.872,37.260,185.3
500,12/14/21 04:24:32 PM,34.848,46.872,205.0
501,12/14/21 04:25:32 PM,25.236,32.472,202.2
502,12/14/21 04:26:32 PM,13.212,22.860,216.2
503,12/14/21 04:27:32 PM,34.848,49.284,196.5
504,12/14/21 04:28:32 PM,30.060,36.072,171.3
505,12/14/21 04:29:32 PM,30.060,42.084,172.7
506,12/14/21 04:30:32 PM,26.460,36.072,199.4
507,12/14/21 04:31:32 PM,28.872,34.848,212.0
508,12/14/21 04:32:32 PM,21.636,28.872,192.3
509,12/14/21 04:33:32 PM,24.048,32.472,199.4
510,12/14/21 04:34:32 PM,34.848,49.284,212.0
511,12/14/21 04:35:32 PM,40.860,48.096,192.3
512,12/14/21 04:36:32 PM,28.872,37.260,195.1
513,12/14/21 04:37:32 PM,26.460,33.660,176.9
514,12/14/21 04:38:32 PM,21.636,31.248,205.0
515,12/14/21 04:39:32 PM,32.472,46.872,207.8
516,12/14/21 04:40:32 PM,27.648,38.484,203.6
517,12/14/21 04:41:32 PM,25.236,36.072,196.5
518,12/14/21 04:42:32 PM,32.472,38.484,193.7
519,12/14/21 04:43:32 PM,27.648,43.272,169.9
520,12/14/21 04:44:32 PM,21.636,26.460,193.7
521,12/14/21 04:45:32 PM,27.648,33.660,181.1
522,12/14/21 04:46:32 PM,21.636,26.460,161.5
523,12/14/21 04:47:32 PM,34.848,43.272,189.5
524,12/14/21 04:48:32 PM,36.072,46.872,185.3
525,12/14/21 04:49:32 PM,31.248,33.660,175.5
526,12/14/21 04:50:32 PM,31.248,38.484,189.5
527,12/14/21 04:51:32 PM,34.848,44.496,198.0
528,12/14/21 04:52:32 PM,37.260,49.284,203.6
529,12/14/21 04:53:32 PM,33.660,52.884,213.4
530,12/14/21 04:54:32 PM,45.684,55.296,216.2
531,12/14/21 04:55:32 PM,43.272,49.284,209.2
532,12/14/21 04:56:32 PM,38.484,46.872,193.7
533,12/14/21 04:57:32 PM,33.660,44.496,205.0
534,12/14/21 04:58:32 PM,33.660,50.508,193.7
535,12/14/21 04:59:32 PM,31.248,45.684,212.0
536,12/14/21 05:00:32 PM,34.848,43.272,206.4
537,12/14/21 05:01:32 PM,32.472,38.484,210.6
538,12/14/21 05:02:32 PM,38.484,50.508,210.6
539,12/14/21 05:03:32 PM,38.484,45.684,206.4
540,12/14/21 05:04:32 PM,48.096,55.296,206.4
541,12/14/21 05:05:32 PM,38.484,49.284,206.4
542,12/14/21 05:06:32 PM,33.660,48.096,205.0
543,12/14/21 05:07:32 PM,28.872,32.472,205.0
544,12/14/21 05:08:32 PM,36.072,44.496,210.6
545,12/14/21 05:09:32 PM,38.484,50.508,213.4
546,12/14/21 05:10:32 PM,42.084,51.696,217.6
547,12/14/21 05:11:32 PM,37.260,49.284,231.6
548,12/14/21 05:12:32 PM,37.260,45.684,189.5
549,12/14/21 05:13:32 PM,32.472,38.484,193.7
550,12/14/21 05:14:32 PM,33.660,44.496,196.5
551,12/14/21 05:15:32 PM,37.260,42.084,203.6
552,12/14/21 05:16:32 PM,42.084,52.884,192.3
553,12/14/21 05:17:32 PM,38.484,43.272,195.1
554,12/14/21 05:18:32 PM,32.472,38.484,192.3
555,12/14/21 05:19:32 PM,32.472,40.860,195.1
556,12/14/21 05:20:32 PM,32.472,37.260,206.4
557,12/14/21 05:21:32 PM,27.648,36.072,189.5
558,12/14/21 05:22:32 PM,26.460,31.248,200.8
559,12/14/21 05:23:32 PM,39.672,45.684,210.6
560,12/14/21 05:24:32 PM,33.660,48.096,212.0
561,12/14/21 05:25:32 PM,31.248,42.084,207.8
562,12/14/21 05:26:32 PM,39.672,48.096,226.0
563,12/14/21 05:27:32 PM,44.496,50.508,209.2
564,12/14/21 05:28:32 PM,40.860,49.284,219.0
565,12/14/21 05:29:32 PM,38.484,44.496,210.6
566,12/14/21 05:30:32 PM,43.272,54.108,202.2
567,12/14/21 05:31:32 PM,39.672,49.284,207.8
568,12/14/21 05:32:32 PM,37.260,46.872,221.8
569,12/14/21 05:33:32 PM,48.096,54.108,199.4
570,12/14/21 05:34:32 PM,34.848,44.496,200.8
571,12/14/21 05:35:32 PM,26.460,33.660,199.4
572,12/14/21 05:36:32 PM,39.672,48.096,203.6
573,12/14/21 05:37:32 PM,39.672,48.096,207.8
574,12/14/21 05:38:32 PM,37.260,45.684,202.2
575,12/14/21 05:39:32 PM,32.472,44.496,203.6
576,12/14/21 05:40:32 PM,42.084,49.284,223.2
577,12/14/21 05:41:32 PM,39.672,44.496,224.6
578,12/14/21 05:42:32 PM,33.660,44.496,207.8
579,12/14/21 05:43:32 PM,33.660,44.496,224.6
580,12/14/21 05:44:32 PM,33.660,39.672,213.4
581,12/14/21 05:45:32 PM,30.060,36.072,217.6
582,12/14/21 05:46:32 PM,30.060,38.484,224.6
583,12/14/21 05:47:32 PM,28.872,34.848,221.8
584,12/14/21 05:48:32 PM,31.248,42.084,196.5
585,12/14/21 05:49:32 PM,42.084,50.508,217.6
586,12/14/21 05:50:32 PM,40.860,49.284,205.0
587,12/14/21 05:51:32 PM,40.860,48.096,209.2
588,12/14/21 05:52:32 PM,39.672,45.684,207.8
589,12/14/21 05:53:32 PM,38.484,48.096,200.8
590,12/14/21 05:54:32 PM,37.260,40.860,203.6
591,12/14/21 05:55:32 PM,36.072,42.084,213.4
592,12/14/21 05:56:32 PM,32.472,39.672,209.2
593,12/14/21 05:57:32 PM,26.460,31.248,203.6
594,12/14/21 05:58:32 PM,42.084,51.696,210.6
595,12/14/21 05:59:32 PM,44.496,52.884,205.0
596,12/14/21 06:00:32 PM,37.260,48.096,207.8
597,12/14/21 06:01:32 PM,38.484,44.496,210.6
598,12/14/21 06:02:32 PM,37.260,42.084,209.2
599,12/14/21 06:03:32 PM,33.660,40.860,203.6
600,12/14/21 06:04:32 PM,30.060,38.484,217.6
601,12/14/21 06:05:32 PM,31.248,36.072,192.3
602,12/14/21 06:06:32 PM,44.496,52.884,196.5
603,12/14/21 06:07:32 PM,34.848,39.672,193.7
604,12/14/21 06:08:32 PM,36.072,42.084,216.2
605,12/14/21 06:09:32 PM,28.872,36.072,206.4
606,12/14/21 06:10:32 PM,24.048,31.248,196.5
607,12/14/21 06:11:32 PM,32.472,44.496,207.8
608,12/14/21 06:12:32 PM,39.672,51.696,203.6
609,12/14/21 06:13:32 PM,33.660,48.096,199.4
610,12/14/21 06:14:32 PM,36.072,46.872,212.0
611,12/14/21 06:15:32 PM,40.860,51.696,198.0
612,12/14/21 06:16:32 PM,36.072,42.084,202.2
613,12/14/21 06:17:32 PM,30.060,34.848,198.0
614,12/14/21 06:18:32 PM,30.060,34.848,202.2
615,12/14/21 06:19:32 PM,31.248,38.484,206.4
616,12/14/21 06:20:32 PM,38.484,50.508,196.5
617,12/14/21 06:21:32 PM,33.660,44.496,196.5
618,12/14/21 06:22:32 PM,33.660,50.508,203.6
619,12/14/21 06:23:32 PM,39.672,46.872,202.2
620,12/14/21 06:24:32 PM,33.660,39.672,214.8
621,12/14/21 06:25:32 PM,33.660,39.672,213.4
622,12/14/21 06:26:32 PM,37.260,45.684,213.4
623,12/14/21 06:27:32 PM,38.484,46.872,206.4
624,12/14/21 06:28:32 PM,39.672,46.872,202.2
625,12/14/21 06:29:32 PM,34.848,39.672,198.0
626,12/14/21 06:30:32 PM,39.672,48.096,202.2
627,12/14/21 06:31:32 PM,33.660,38.484,210.6
628,12/14/21 06:32:32 PM,31.248,37.260,213.4
629,12/14/21 06:33:32 PM,27.648,33.660,193.7
630,12/14/21 06:34:32 PM,32.472,40.860,174.1
631,12/14/21 06:35:32 PM,28.872,34.848,181.1
632,12/14/21 06:36:32 PM,20.448,22.860,188.1
633,12/14/21 06:37:32 PM,28.872,34.848,195.1
634,12/14/21 06:38:32 PM,33.660,37.260,205.0
635,12/14/21 06:39:32 PM,31.248,37.260,203.6
636,12/14/21 06:40:32 PM,31.248,37.260,212.0
637,12/14/21 06:41:32 PM,31.248,36.072,203.6
638,12/14/21 06:42:32 PM,33.660,42.084,206.4
639,12/14/21 06:43:32 PM,32.472,38.484,203.6
640,12/14/21 06:44:32 PM,26.460,32.472,206.4
641,12/14/21 06:45:32 PM,28.872,38.484,202.2
642,12/14/21 06:46:32 PM,27.648,33.660,207.8
643,12/14/21 06:47:32 PM,26.460,34.848,212.0
644,12/14/21 06:48:32 PM,30.060,37.260,209.2
645,12/14/21 06:49:32 PM,38.484,49.284,209.2
646,12/14/21 06:50:32 PM,25.236,38.484,195.1
647,12/14/21 06:51:32 PM,21.636,30.060,202.2
648,12/14/21 06:52:32 PM,26.460,36.072,206.4
649,12/14/21 06:53:32 PM,26.460,32.472,210.6
650,12/14/21 06:54:32 PM,31.248,33.660,196.5
651,12/14/21 06:55:32 PM,26.460,33.660,205.0
652,12/14/21 06:56:32 PM,25.236,28.872,189.5
653,12/14/21 06:57:32 PM,24.048,32.472,185.3
654,12/14/21 06:58:32 PM,25.236,40.860,199.4
655,12/14/21 06:59:32 PM,31.248,39.672,205.0
656,12/14/21 07:00:32 PM,39.672,46.872,205.0
657,12/14/21 07:01:32 PM,33.660,39.672,207.8
658,12/14/21 07:02:32 PM,37.260,42.084,212.0
659,12/14/21 07:03:32 PM,36.072,40.860,210.6
660,12/14/21 07:04:32 PM,31.248,43.272,199.4
661,12/14/21 07:05:32 PM,28.872,32.472,203.6
662,12/14/21 07:06:32 PM,33.660,39.672,207.8
663,12/14/21 07:07:32 PM,32.472,43.272,209.2
664,12/14/21 07:08:32 PM,32.472,37.260,207.8
665,12/14/21 07:09:32 PM,31.248,38.484,199.4
666,12/14/21 07:10:32 PM,30.060,34.848,195.1
667,12/14/21 07:11:32 PM,27.648,37.260,196.5
668,12/14/21 07:12:32 PM,22.860,31.248,192.3
669,12/14/21 07:13:32 PM,26.460,32.472,195.1
670,12/14/21 07:14:32 PM,26.460,31.248,198.0
671,12/14/21 07:15:32 PM,30.060,37.260,206.4
672,12/14/21 07:16:32 PM,26.460,31.248,190.9
673,12/14/21 07:17:32 PM,26.460,33.660,203.6
674,12/14/21 07:18:32 PM,26.460,33.660,205.0
675,12/14/21 07:19:32 PM,30.060,33.660,206.4
676,12/14/21 07:20:32 PM,28.872,37.260,205.0
677,12/14/21 07:21:32 PM,25.236,28.872,205.0
678,12/14/21 07:22:32 PM,34.848,39.672,205.0
679,12/14/21 07:23:32 PM,28.872,39.672,207.8
680,12/14/21 07:24:32 PM,31.248,37.260,207.8
681,12/14/21 07:25:32 PM,30.060,33.660,205.0
682,12/14/21 07:26:32 PM,33.660,42.084,202.2
683,12/14/21 07:27:32 PM,37.260,42.084,202.2
684,12/14/21 07:28:32 PM,30.060,37.260,198.0
685,12/14/21 07:29:32 PM,28.872,33.660,202.2
686,12/14/21 07:30:32 PM,30.060,34.848,196.5
687,12/14/21 07:31:32 PM,31.248,37.260,195.1
688,12/14/21 07:32:32 PM,30.060,32.472,199.4
689,12/14/21 07:33:32 PM,30.060,38.484,196.5
690,12/14/21 07:34:32 PM,31.248,34.848,206.4
691,12/14/21 07:35:32 PM,31.248,36.072,196.5
692,12/14/21 07:36:32 PM,28.872,33.660,202.2
693,12/14/21 07:37:32 PM,28.872,34.848,195.1
694,12/14/21 07:38:32 PM,26.460,32.472,198.0
695,12/14/21 07:39:32 PM,27.648,31.248,196.5
696,12/14/21 07:40:32 PM,26.460,30.060,192.3
697,12/14/21 07:41:32 PM,32.472,38.484,198.0
698,12/14/21 07:42:32 PM,28.872,38.484,199.4
699,12/14/21 07:43:32 PM,27.648,34.848,199.4
700,12/14/21 07:44:32 PM,25.236,31.248,195.1
701,12/14/21 07:45:32 PM,24.048,28.872,185.3
702,12/14/21 07:46:32 PM,24.048,30.060,188.1
703,12/14/21 07:47:32 PM,21.636,25.236,196.5
704,12/14/21 07:48:32 PM,24.048,28.872,196.5
705,12/14/21 07:49:32 PM,24.048,27.648,193.7
706,12/14/21 07:50:32 PM,24.048,26.460,195.1
707,12/14/21 07:51:32 PM,26.460,32.472,189.5
708,12/14/21 07:52:32 PM,26.460,31.248,193.7
709,12/14/21 07:53:32 PM,27.648,38.484,205.0
710,12/14/21 07:54:32 PM,28.872,33.660,192.3
711,12/14/21 07:55:32 PM,31.248,37.260,196.5
712,12/14/21 07:56:32 PM,25.236,30.060,195.1
713,12/14/21 07:57:32 PM,22.860,27.648,193.7
714,12/14/21 07:58:32 PM,22.860,24.048,186.7
715,12/14/21 07:59:32 PM,22.860,30.060,182.5
716,12/14/21 08:00:32 PM,22.860,31.248,192.3
717,12/14/21 08:01:32 PM,26.460,30.060,196.5
718,12/14/21 08:02:32 PM,21.636,24.048,193.7
719,12/14/21 08:03:32 PM,20.448,25.236,185.3
720,12/14/21 08:04:32 PM,26.460,31.248,192.3
721,12/14/21 08:05:32 PM,25.236,33.660,190.9
722,12/14/21 08:06:32 PM,26.460,34.848,189.5
723,12/14/21 08:07:32 PM,26.460,34.848,193.7
724,12/14/21 08:08:32 PM,25.236,30.060,189.5
725,12/14/21 08:09:32 PM,21.636,26.460,186.7
726,12/14/21 08:10:32 PM,24.048,31.248,192.3
727,12/14/21 08:11:32 PM,21.636,25.236,188.1
728,12/14/21 08:12:32 PM,24.048,27.648,185.3
729,12/14/21 08:13:32 PM,22.860,26.460,186.7
730,12/14/21 08:14:32 PM,22.860,28.872,185.3
731,12/14/21 08:15:32 PM,22.860,25.236,182.5
732,12/14/21 08:16:32 PM,19.224,22.860,183.9
733,12/14/21 08:17:32 PM,20.448,27.648,185.3
734,12/14/21 08:18:32 PM,24.048,27.648,182.5
735,12/14/21 08:19:32 PM,20.448,22.860,189.5
736,12/14/21 08:20:32 PM,18.036,21.636,182.5
737,12/14/21 08:21:32 PM,22.860,28.872,186.7
738,12/14/21 08:22:32 PM,24.048,27.648,188.1
739,12/14/21 08:23:32 PM,19.224,21.636,185.3
740,12/14/21 08:24:32 PM,22.860,27.648,189.5
741,12/14/21 08:25:32 PM,21.636,24.048,186.7
742,12/14/21 08:26:32 PM,20.448,24.048,181.1
743,12/14/21 08:27:32 PM,21.636,25.236,182.5
744,12/14/21 08:28:32 PM,22.860,25.236,181.1
745,12/14/21 08:29:32 PM,21.636,26.460,183.9
746,12/14/21 08:30:32 PM,21.636,24.048,188.1
747,12/14/21 08:31:32 PM,21.636,27.648,186.7
748,12/14/21 08:32:32 PM,24.048,26.460,190.9
749,12/14/21 08:33:32 PM,22.860,26.460,189.5
750,12/14/21 08:34:32 PM,25.236,27.648,185.3
751,12/14/21 08:35:32 PM,22.860,27.648,181.1
752,12/14/21 08:36:32 PM,21.636,25.236,178.3
753,12/14/21 08:37:32 PM,25.236,27.648,175.5
754,12/14/21 08:38:32 PM,26.460,30.060,181.1
755,12/14/21 08:39:32 PM,24.048,26.460,182.5
756,12/14/21 08:40:32 PM,21.636,24.048,183.9
757,12/14/21 08:41:32 PM,22.860,25.236,179.7
758,12/14/21 08:42:32 PM,20.448,22.860,175.5
759,12/14/21 08:43:32 PM,22.860,26.460,175.5
760,12/14/21 08:44:32 PM,25.236,30.060,167.1
761,12/14/21 08:45:32 PM,27.648,31.248,178.3
762,12/14/21 08:46:32 PM,24.048,27.648,176.9
763,12/14/21 08:47:32 PM,24.048,31.248,169.9
764,12/14/21 08:48:32 PM,28.872,31.248,172.7
765,12/14/21 08:49:32 PM,26.460,31.248,174.1
766,12/14/21 08:50:32 PM,28.872,31.248,172.7
767,12/14/21 08:51:32 PM,27.648,31.248,168.5
768,12/14/21 08:52:32 PM,24.048,30.060,174.1
769,12/14/21 08:53:32 PM,24.048,27.648,168.5
770,12/14/21 08:54:32 PM,26.460,31.248,172.7
771,12/14/21 08:55:32 PM,24.048,26.460,178.3
772,12/14/21 08:56:32 PM,22.860,27.648,179.7
773,12/14/21 08:57:32 PM,28.872,33.660,172.7
774,12/14/21 08:58:32 PM,27.648,32.472,168.5
775,12/14/21 08:59:32 PM,30.060,34.848,174.1
776,12/14/21 09:00:32 PM,30.060,33.660,175.5
777,12/14/21 09:01:32 PM,30.060,32.472,176.9
778,12/14/21 09:02:32 PM,30.060,32.472,172.7
779,12/14/21 09:03:32 PM,31.248,36.072,178.3
780,12/14/21 09:04:32 PM,27.648,33.660,185.3
781,12/14/21 09:05:32 PM,30.060,33.660,185.3
782,12/14/21 09:06:32 PM,30.060,34.848,178.3
783,12/14/21 09:07:32 PM,30.060,34.848,179.7
784,12/14/21 09:08:32 PM,30.060,34.848,176.9
785,12/14/21 09:09:32 PM,32.472,37.260,178.3
786,12/14/21 09:10:32 PM,31.248,36.072,178.3
787,12/14/21 09:11:32 PM,28.872,33.660,178.3
788,12/14/21 09:12:32 PM,28.872,34.848,178.3
789,12/14/21 09:13:32 PM,24.048,28.872,179.7
790,12/14/21 09:14:32 PM,27.648,31.248,178.3
791,12/14/21 09:15:32 PM,28.872,34.848,178.3
792,12/14/21 09:16:32 PM,27.648,33.660,178.3
793,12/14/21 09:17:32 PM,26.460,31.248,172.7
794,12/14/21 09:18:32 PM,28.872,31.248,179.7
795,12/14/21 09:19:32 PM,24.048,30.060,178.3
796,12/14/21 09:20:32 PM,24.048,30.060,183.9
797,12/14/21 09:21:32 PM,25.236,28.872,178.3
798,12/14/21 09:22:32 PM,31.248,34.848,178.3
799,12/14/21 09:23:32 PM,31.248,34.848,181.1
800,12/14/21 09:24:32 PM,30.060,32.472,178.3
801,12/14/21 09:25:32 PM,27.648,31.248,172.7
802,12/14/21 09:26:32 PM,24.048,28.872,172.7
803,12/14/21 09:27:32 PM,26.460,31.248,169.9
804,12/14/21 09:28:32 PM,22.860,31.248,176.9
805,12/14/21 09:29:32 PM,27.648,32.472,179.7
806,12/14/21 09:30:32 PM,27.648,32.472,174.1
807,12/14/21 09:31:32 PM,30.060,34.848,175.5
808,12/14/21 09:32:32 PM,28.872,32.472,174.1
809,12/14/21 09:33:32 PM,26.460,31.248,182.5
810,12/14/21 09:34:32 PM,26.460,30.060,178.3
811,12/14/21 09:35:32 PM,27.648,32.472,183.9
812,12/14/21 09:36:32 PM,22.860,25.236,189.5
813,12/14/21 09:37:32 PM,26.460,33.660,183.9
814,12/14/21 09:38:32 PM,31.248,34.848,181.1
815,12/14/21 09:39:32 PM,26.460,32.472,181.1
816,12/14/21 09:40:32 PM,25.236,30.060,181.1
817,12/14/21 09:41:32 PM,19.224,22.860,190.9
818,12/14/21 09:42:32 PM,16.848,19.224,186.7
819,12/14/21 09:43:32 PM,14.436,16.848,181.1
820,12/14/21 09:44:32 PM,19.224,22.860,185.3
821,12/14/21 09:45:32 PM,18.036,20.448,179.7
822,12/14/21 09:46:32 PM,19.224,24.048,185.3
823,12/14/21 09:47:32 PM,21.636,25.236,183.9
824,12/14/21 09:48:32 PM,20.448,25.236,181.1
825,12/14/21 09:49:32 PM,18.036,20.448,181.1
826,12/14/21 09:50:32 PM,19.224,22.860,185.3
827,12/14/21 09:51:32 PM,18.036,20.448,181.1
828,12/14/21 09:52:32 PM,19.224,22.860,181.1
829,12/14/21 09:53:32 PM,21.636,26.460,181.1
830,12/14/21 09:54:32 PM,24.048,27.648,175.5
831,12/14/21 09:55:32 PM,21.636,25.236,174.1
832,12/14/21 09:56:32 PM,20.448,27.648,179.7
833,12/14/21 09:57:32 PM,22.860,25.236,185.3
834,12/14/21 09:58:32 PM,24.048,28.872,188.1
835,12/14/21 09:59:32 PM,21.636,27.648,198.0
836,12/14/21 10:00:32 PM,18.036,20.448,188.1
837,12/14/21 10:01:32 PM,16.848,20.448,198.0
838,12/14/21 10:02:32 PM,19.224,21.636,185.3
839,12/14/21 10:03:32 PM,16.848,20.448,178.3
840,12/14/21 10:04:32 PM,15.624,18.036,190.9
841,12/14/21 10:05:32 PM,16.848,21.636,179.7
842,12/14/21 10:06:32 PM,16.848,21.636,181.1
843,12/14/21 10:07:32 PM,19.224,24.048,162.9
844,12/14/21 10:08:32 PM,15.624,19.224,171.3
845,12/14/21 10:09:32 PM,16.848,21.636,183.9
846,12/14/21 10:10:32 PM,20.448,24.048,190.9
847,12/14/21 10:11:32 PM,19.224,24.048,182.5
848,12/14/21 10:12:32 PM,18.036,20.448,176.9
849,12/14/21 10:13:32 PM,21.636,24.048,172.7
850,12/14/21 10:14:32 PM,22.860,25.236,175.5
851,12/14/21 10:15:32 PM,20.448,24.048,179.7
852,12/14/21 10:16:32 PM,25.236,26.460,181.1
853,12/14/21 10:17:32 PM,21.636,25.236,185.3
854,12/14/21 10:18:32 PM,21.636,24.048,192.3
855,12/14/21 10:19:32 PM,21.636,25.236,190.9
856,12/14/21 10:20:32 PM,25.236,28.872,190.9
857,12/14/21 10:21:32 PM,21.636,25.236,186.7
858,12/14/21 10:22:32 PM,24.048,26.460,181.1
859,12/14/21 10:23:32 PM,24.048,30.060,175.5
860,12/14/21 10:24:32 PM,24.048,27.648,179.7
861,12/14/21 10:25:32 PM,20.448,22.860,181.1
862,12/14/21 10:26:32 PM,20.448,24.048,181.1
863,12/14/21 10:27:32 PM,24.048,28.872,185.3
864,12/14/21 10:28:32 PM,24.048,27.648,185.3
865,12/14/21 10:29:32 PM,24.048,31.248,186.7
866,12/14/21 10:30:32 PM,27.648,36.072,186.7
867,12/14/21 10:31:32 PM,20.448,25.236,188.1
868,12/14/21 10:32:32 PM,22.860,30.060,162.9
869,12/14/21 10:33:32 PM,16.848,22.860,160.0
870,12/14/21 10:34:32 PM,19.224,24.048,171.3
871,12/14/21 10:35:32 PM,18.036,20.448,169.9
872,12/14/21 10:36:32 PM,18.036,20.448,183.9
873,12/14/21 10:37:32 PM,21.636,27.648,176.9
874,12/14/21 10:38:32 PM,16.848,20.448,175.5
875,12/14/21 10:39:32 PM,15.624,19.224,182.5
876,12/14/21 10:40:32 PM,15.624,18.036,181.1
877,12/14/21 10:41:32 PM,15.624,18.036,182.5
878,12/14/21 10:42:32 PM,19.224,22.860,214.8
879,12/14/21 10:43:32 PM,18.036,20.448,220.4
880,12/14/21 10:44:32 PM,16.848,21.636,199.4
881,12/14/21 10:45:32 PM,14.436,15.624,205.0
882,12/14/21 10:46:32 PM,16.848,21.636,213.4
883,12/14/21 10:47:32 PM,15.624,19.224,216.2
884,12/14/21 10:48:32 PM,18.036,20.448,210.6
885,12/14/21 10:49:32 PM,15.624,18.036,206.4
886,12/14/21 10:50:32 PM,14.436,16.848,179.7
887,12/14/21 10:51:32 PM,13.212,14.436,176.9
888,12/14/21 10:52:32 PM,8.424,10.836,182.5
889,12/14/21 10:53:32 PM,6.012,8.424,185.3
890,12/14/21 10:54:32 PM,4.824,4.824,179.7
891,12/14/21 10:55:32 PM,6.012,8.424,181.1
892,12/14/21 10:56:32 PM,9.612,10.836,178.3
893,12/14/21 10:57:32 PM,7.200,9.612,169.9
894,12/14/21 10:58:32 PM,4.824,7.200,198.0
895,12/14/21 10:59:32 PM,4.824,6.012,176.9
896,12/14/21 11:00:32 PM,4.824,7.200,210.6
897,12/14/21 11:01:32 PM,3.600,4.824,195.1
898,12/14/21 11:02:32 PM,1.188,2.412,223.2
899,12/14/21 11:03:32 PM,0.000,2.412,203.6
900,12/14/21 11:04:32 PM,1.188,2.412,161.5
901,12/14/21 11:05:32 PM,3.600,6.012,186.7
902,12/14/21 11:06:32 PM,4.824,7.200,167.1
903,12/14/21 11:07:32 PM,6.012,9.612,164.3
904,12/14/21 11:08:32 PM,7.200,8.424,162.9
905,12/14/21 11:09:32 PM,6.012,8.424,139.0
906,12/14/21 11:10:32 PM,3.600,6.012,130.6
907,12/14/21 11:11:32 PM,3.600,6.012,130.6
908,12/14/21 11:12:32 PM,6.012,7.200,141.8
909,12/14/21 11:13:32 PM,8.424,8.424,176.9
910,12/14/21 11:14:32 PM,7.200,8.424,178.3
911,12/14/21 11:15:32 PM,7.200,8.424,172.7
912,12/14/21 11:16:32 PM,6.012,8.424,178.3
913,12/14/21 11:17:32 PM,7.200,8.424,181.1
914,12/14/21 11:18:32 PM,8.424,10.836,174.1
915,12/14/21 11:19:32 PM,9.612,10.836,162.9
916,12/14/21 11:20:32 PM,9.612,9.612,174.1
917,12/14/21 11:21:32 PM,10.836,12.024,171.3
918,12/14/21 11:22:32 PM,10.836,12.024,178.3
919,12/14/21 11:23:32 PM,9.612,12.024,179.7
920,12/14/21 11:24:32 PM,13.212,14.436,176.9
921,12/14/21 11:25:32 PM,12.024,13.212,190.9
922,12/14/21 11:26:32 PM,9.612,10.836,175.5
923,12/14/21 11:27:32 PM,7.200,8.424,202.2
924,12/14/21 11:28:32 PM,6.012,8.424,190.9
925,12/14/21 11:29:32 PM,8.424,10.836,182.5
926,12/14/21 11:30:32 PM,8.424,9.612,190.9
927,12/14/21 11:31:32 PM,9.612,10.836,181.1
928,12/14/21 11:32:32 PM,12.024,13.212,185.3
929,12/14/21 11:33:32 PM,14.436,15.624,185.3
930,12/14/21 11:34:32 PM,13.212,14.436,179.7
931,12/14/21 11:35:32 PM,12.024,14.436,183.9
932,12/14/21 11:36:32 PM,13.212,14.436,205.0
933,12/14/21 11:37:32 PM,9.612,13.212,193.7
934,12/14/21 11:38:32 PM,9.612,10.836,181.1
935,12/14/21 11:39:32 PM,9.612,10.836,183.9
936,12/14/21 11:40:32 PM,9.612,10.836,176.9
937,12/14/21 11:41:32 PM,13.212,14.436,167.1
938,12/14/21 11:42:32 PM,10.836,12.024,174.1
939,12/14/21 11:43:32 PM,9.612,9.612,162.9
940,12/14/21 11:44:32 PM,9.612,10.836,178.3
941,12/14/21 11:45:32 PM,7.200,10.836,167.1
942,12/14/21 11:46:32 PM,6.012,7.200,164.3
943,12/14/21 11:47:32 PM,3.600,4.824,183.9
944,12/14/21 11:48:32 PM,4.824,6.012,167.1
945,12/14/21 11:49:32 PM,2.412,3.600,165.7
946,12/14/21 11:50:32 PM,6.012,7.200,198.0
947,12/14/21 11:51:32 PM,3.600,6.012,175.5
948,12/14/21 11:52:32 PM,2.412,4.824,182.5
949,12/14/21 11:53:32 PM,1.188,3.600,169.9
950,12/14/21 11:54:32 PM,0.000,0.000,172.7
951,12/14/21 11:55:32 PM,0.000,0.000,195.1
952,12/14/21 11:56:32 PM,0.000,0.000,206.4
